id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
2417,inner,,"interno, íntimo, secreto",B1,noun,,,She often writes in her journal to explore her inner thoughts and feelings.,Ela costuma escrever em seu diário para explorar seus pensamentos e sentimentos internos.,
2417,inner,,"interno, íntimo, secreto",B1,noun,,,She found peace by listening to her inner thoughts during meditation.,Ela encontrou paz ao ouvir seus pensamentos internos durante a meditação.,
2437,instruct,,"instruir, ensinar, informar",B1,noun,,,The teacher will instruct us on how to solve the math problems tomorrow.,O professor nos instruirá sobre como resolver os problemas de matemática amanhã.,
2419,inquire,,"inquirir, perguntar, indagar",B1,verb,,,I would like to inquire about the bus schedule for tomorrow.,Gostaria de perguntar sobre o horário dos ônibus para amanhã.,
2419,inquire,,"inquirir, perguntar, indagar",B1,verb,,,I would like to inquire about the opening hours of the new restaurant in town.,Gostaria de saber sobre o horário de funcionamento do novo restaurante na cidade.,
2443,intelligence,,inteligência,B1,noun,,,Many companies look for employees with high emotional intelligence to improve teamwork.,Muitas empresas buscam funcionários com alta inteligência emocional para melhorar o trabalho em equipe.,
2421,insect,,inseto,B1,noun,,,I saw a colorful insect crawling on the flower in my garden.,Eu vi um inseto colorido rastejando na flor do meu jardim.,
2437,instruct,,"instruir, ensinar, informar",B1,noun,,,Please instruct me on how to use this new software.,"Por favor, me instrua sobre como usar este novo software.",
2421,insect,,inseto,B1,noun,,,I saw a colorful insect on the flower in my garden.,Eu vi um inseto colorido na flor do meu jardim.,
2444,intelligent,,inteligente,B1,adjective,,,My brother is very intelligent and always helps me with my homework.,Meu irmão é muito inteligente e sempre me ajuda com a lição de casa.,
2437,instruct,,"instruir, ensinar, informar",B1,noun,,,The teacher will instruct us on how to complete the project.,O professor nos instruirá sobre como completar o projeto.,
2443,intelligence,,inteligência,B1,noun,,,Many companies value emotional intelligence as much as academic intelligence when hiring new employees.,Muitas empresas valorizam a inteligência emocional tanto quanto a inteligência acadêmica ao contratar novos funcionários.,
2451,interfere,,interferir,B1,verb,,,Please don't interfere while I am talking to my teacher.,"Por favor, não interfira enquanto eu estou conversando com meu professor.",
2443,intelligence,,inteligência,B1,noun,,,Her intelligence helped her solve the problem quickly.,A inteligência dela a ajudou a resolver o problema rapidamente.,
2444,intelligent,,inteligente,B1,adjective,,,My sister is very intelligent and always helps me with my homework.,Minha irmã é muito inteligente e sempre me ajuda com a lição de casa.,
2466,invasion,,invasão,B1,noun,,,The invasion of the ants in the kitchen made it difficult to prepare dinner.,A invasão das formigas na cozinha dificultou o preparo do jantar.,
2444,intelligent,,inteligente,B1,adjective,,,My brother is very intelligent and always helps me with my homework.,Meu irmão é muito inteligente e sempre me ajuda com a lição de casa.,
2469,invest,,investir,B1,verb,,,I want to invest some money in a new computer for my studies.,Eu quero investir um pouco de dinheiro em um novo computador para meus estudos.,
2451,interfere,,interferir,B1,verb,,,Please do not interfere while I am speaking to the teacher.,"Por favor, não interfira enquanto eu estou falando com o professor.",
2451,interfere,,interferir,B1,verb,,,Please do not interfere while I am trying to concentrate on my homework.,"Por favor, não interfira enquanto estou tentando me concentrar na minha lição de casa.",
2466,invasion,,invasão,B1,noun,,,The invasion of the ants into our kitchen surprised us during the summer.,A invasão das formigas em nossa cozinha nos surpreendeu durante o verão.,
2471,investment,,investimento,B1,noun,,,Saving money for your future is a smart investment.,Economizar dinheiro para o seu futuro é um investimento inteligente.,
2466,invasion,,invasão,B1,noun,,,The invasion of ants in the kitchen made it difficult to enjoy our meals.,A invasão de formigas na cozinha dificultou o aproveitamento das nossas refeições.,
2469,invest,,investir,B1,verb,,,I want to invest my savings in a new business.,Eu quero investir minhas economias em um novo negócio.,
2478,irritate,,irritar,B1,verb,,,Loud noises can irritate me when I'm trying to study.,Ruídos altos podem me irritar quando estou tentando estudar.,
2471,investment,,investimento,B1,noun,,,Saving money for your future is a smart investment.,Economizar dinheiro para o seu futuro é um investimento inteligente.,
2469,invest,,investir,B1,verb,,,Many people choose to invest their money in stocks to save for the future.,Muitas pessoas escolhem investir seu dinheiro em ações para economizar para o futuro.,
2478,irritate,,irritar,B1,verb,,,Loud noises can irritate me when I am trying to concentrate on my homework.,Ruídos altos podem me irritar quando estou tentando me concentrar nos meus deveres de casa.,
2480,island,,ilha,B1,noun,,,We spent our vacation on a beautiful island with clear blue water.,Passamos nossas férias em uma bela ilha com água azul clara.,
2471,investment,,investimento,B1,noun,,,Saving money for your future is a smart investment.,Economizar dinheiro para o seu futuro é um investimento inteligente.,
2480,island,,ilha,B1,noun,,,I want to visit an island during my summer vacation.,Eu quero visitar uma ilha durante minhas férias de verão.,
2481,isle,,ilhota,B1,noun,,,We spent our vacation on a small isle in the middle of the ocean.,Passamos nossas férias em uma pequena ilha no meio do oceano.,
2478,irritate,,irritar,B1,verb,,,Loud music can irritate people who are trying to study.,Música alta pode irritar pessoas que estão tentando estudar.,
2481,isle,,ilhota,B1,noun,,,"We spent our vacation on a beautiful isle, surrounded by clear blue water.","Passamos nossas férias em uma bela ilha, cercada por águas cristalinas e azuis.",
2493,jacket,,"jaqueta, blusão",B1,noun,,,I always wear my favorite jacket when it gets cold outside.,Eu sempre uso minha jaqueta favorita quando fica frio lá fora.,
2493,jacket,,"jaqueta, blusão",B1,noun,,,I need to wear my jacket because it is cold outside.,Eu preciso usar minha jaqueta porque está frio lá fora.,
2500,jaw,,"maxilar, mandíbula",B1,noun,,,"He opened his mouth wide, showing his strong jaw.","Ele abriu a boca bem grande, mostrando sua mandíbula forte.",
2480,island,,ilha,B1,noun,,,I want to visit a beautiful island for my vacation this summer.,Eu quero visitar uma ilha bonita nas minhas férias neste verão.,
2500,jaw,,"maxilar, mandíbula",B1,noun,,,"He opened his mouth wide, and I could see his jaw moving as he spoke.",Ele abriu a boca bem grande e eu pude ver sua mandíbula se movendo enquanto ele falava.,
2481,isle,,ilhota,B1,noun,,,We spent our vacation on a beautiful isle in the ocean.,Passamos nossas férias em uma bela ilha no oceano.,
2501,jazz,,tipo de música de origem afro-americana,B1,noun,,,I love listening to jazz while I cook dinner on the weekends.,Eu adoro ouvir jazz enquanto cozinho o jantar nos finais de semana.,
2501,jazz,,tipo de música de origem afro-americana,B1,noun,,,I love listening to jazz while I cook dinner on weekends.,Eu adoro ouvir jazz enquanto cozinho o jantar nos finais de semana.,
2506,jewelry,,"joias, adereços, pedrarias",B1,noun,,,She wore beautiful jewelry to the party that everyone admired.,Ela usou joias lindas na festa que todos admiraram.,
2493,jacket,,"jaqueta, blusão",B1,noun,,,I need to wear my jacket because it is cold outside.,Eu preciso usar minha jaqueta porque está frio lá fora.,
2506,jewelry,,"joias, adereços, pedrarias",B1,noun,,,She loves wearing colorful jewelry to match her outfits.,Ela adora usar joias coloridas para combinar com suas roupas.,
2500,jaw,,"maxilar, mandíbula",B1,noun,,,"He opened his mouth wide, showing his strong jaw.","Ele abriu a boca bem grande, mostrando sua mandíbula forte.",
2509,joint,,"junta, articulação",B1,noun,,,She hurt her knee joint while playing basketball.,Ela machucou a articulação do joelho enquanto jogava basquete.,
2501,jazz,,tipo de música de origem afro-americana,B1,noun,,,I love listening to jazz music while I relax at home.,Eu adoro ouvir música jazz enquanto relaxo em casa.,
2512,journalist,,jornalista,B1,noun,,,The journalist interviewed the mayor about the new city project.,O jornalista entrevistou o prefeito sobre o novo projeto da cidade.,
2509,joint,,"junta, articulação",B1,noun,,,I hurt my joint while playing basketball yesterday.,Eu machuquei minha articulação enquanto jogava basquete ontem.,
2517,juice,,suco,B1,noun,,,I like to drink orange juice with my breakfast every morning.,Eu gosto de beber suco de laranja com meu café da manhã todas as manhãs.,
2512,journalist,,jornalista,B1,noun,,,The journalist interviewed the famous actor about his new movie.,O jornalista entrevistou o famoso ator sobre seu novo filme.,
2506,jewelry,,"joias, adereços, pedrarias",B1,noun,,,She wore beautiful jewelry to the party that everyone admired.,Ela usou joias lindas na festa que todos admiraram.,
2522,jungle,,"selva, floresta",B1,noun,,,We saw many interesting animals during our hike in the jungle.,Vimos muitos animais interessantes durante nossa caminhada na selva.,
2517,juice,,suco,B1,noun,,,I like to drink orange juice with my breakfast every morning.,Eu gosto de beber suco de laranja com meu café da manhã todas as manhãs.,
2536,keyboard,,teclado,B1,noun,,,I need to buy a new keyboard for my computer because the old one is broken.,Eu preciso comprar um teclado novo para o meu computador porque o antigo está quebrado.,
2509,joint,,"junta, articulação",B1,noun,,,I hurt my joint while playing basketball yesterday.,Eu machuquei minha articulação enquanto jogava basquete ontem.,
2522,jungle,,"selva, floresta",B1,noun,,,The children were excited to explore the jungle during their school trip.,As crianças estavam animadas para explorar a selva durante a viagem escolar.,
2512,journalist,,jornalista,B1,noun,,,The journalist wrote an interesting article about the local community.,O jornalista escreveu um artigo interessante sobre a comunidade local.,
2542,kilometer,,quilômetro,B1,noun,,,"The park is just one kilometer from my house, so I walk there every day.","O parque fica a apenas um quilômetro da minha casa, então eu vou a pé todos os dias.",
2517,juice,,suco,B1,noun,,,I like to drink orange juice with my breakfast every morning.,Eu gosto de beber suco de laranja com meu café da manhã todas as manhãs.,
2546,kiosk,,quiosque [pequeno ponto de comércio],B1,noun,,,I bought a cold drink from the kiosk in the park.,Eu comprei uma bebida gelada no quiosque do parque.,
2536,keyboard,,teclado,B1,noun,,,I use my keyboard to type messages to my friends.,Eu uso meu teclado para digitar mensagens para meus amigos.,
2548,kit,,"conjunto de utensílios, estojo",B1,noun,,,I bought a new tool kit to help me fix things around the house.,Eu comprei um novo kit de ferramentas para me ajudar a consertar as coisas em casa.,
2522,jungle,,"selva, floresta",B1,noun,,,The children were excited to explore the jungle during their school trip.,As crianças estavam animadas para explorar a selva durante a viagem escolar.,
2550,kitten,,gatinho,B1,noun,,,I adopted a cute little kitten from the animal shelter last week.,Eu adotei um gatinho fofo do abrigo de animais na semana passada.,
2536,keyboard,,teclado,B1,noun,,,She typed her homework on the keyboard of her laptop.,Ela digitou sua lição de casa no teclado do laptop dela.,
2551,knee,,joelho,B1,noun,,,I hurt my knee while playing soccer in the park yesterday.,Eu machuquei meu joelho enquanto jogava futebol no parque ontem.,
2542,kilometer,,quilômetro,B1,noun,,,The park is just a kilometer away from my house.,O parque fica a apenas um quilômetro da minha casa.,
2542,kilometer,,quilômetro,B1,noun,,,The park is just one kilometer away from my house.,O parque fica a apenas um quilômetro da minha casa.,
2554,knife,,faca,B1,noun,,,Please be careful when you use the knife to cut the vegetables.,"Por favor, tenha cuidado ao usar a faca para cortar os legumes.",
2546,kiosk,,quiosque [pequeno ponto de comércio],B1,noun,,,I bought a cold drink from the kiosk in the park.,Eu comprei uma bebida gelada no quiosque do parque.,
2546,kiosk,,quiosque [pequeno ponto de comércio],B1,noun,,,I bought a cold drink from the kiosk in the park.,Eu comprei uma bebida gelada no quiosque do parque.,
2548,kit,,"conjunto de utensílios, estojo",B1,noun,,,I bought a new first aid kit for our camping trip.,Eu comprei um novo kit de primeiros socorros para a nossa viagem de camping.,
2556,knives,,plural de knife,B1,noun,,,I need to wash the knives before we start cooking dinner.,Eu preciso lavar as facas antes de começarmos a cozinhar o jantar.,
2550,kitten,,gatinho,B1,noun,,,I bought a small kitten for my daughter’s birthday.,Eu comprei um gatinho pequeno para o aniversário da minha filha.,
2551,knee,,joelho,B1,noun,,,I hurt my knee while playing soccer in the park yesterday.,Eu machuquei meu joelho enquanto jogava futebol no parque ontem.,
2548,kit,,"conjunto de utensílios, estojo",B1,noun,,,I bought a new tool kit to help me fix things around the house.,Eu comprei um novo kit de ferramentas para me ajudar a consertar as coisas em casa.,
2559,knot,,"nó, laço, amarra",B1,noun,,,She tied a knot in the rope to make sure it wouldn't come loose.,Ela fez um nó na corda para garantir que não se soltasse.,
2554,knife,,faca,B1,noun,,,Please be careful when using the knife to cut the vegetables.,"Por favor, tenha cuidado ao usar a faca para cortar os legumes.",
2550,kitten,,gatinho,B1,noun,,,I bought a small kitten for my daughter as a surprise gift.,Eu comprei um gatinho pequeno para minha filha como um presente surpresa.,
2556,knives,,plural de knife,B1,noun,,,I need to buy some new knives for the kitchen.,Eu preciso comprar algumas facas novas para a cozinha.,
2561,know-how,,"conhecimento técnico, técnica, prática",B1,noun,,,She has the know-how to fix computers quickly and efficiently.,Ela tem o conhecimento necessário para consertar computadores de forma rápida e eficiente.,
2551,knee,,joelho,B1,noun,,,I hurt my knee while playing soccer in the park yesterday.,Eu machuquei meu joelho enquanto jogava futebol no parque ontem.,
2572,laid,,passado e particípio passado de lay,B1,adjective,,,She laid the book on the table before leaving the room.,Ela colocou o livro na mesa antes de sair da sala.,
2554,knife,,faca,B1,noun,,,I used a sharp knife to cut the vegetables for the salad.,Eu usei uma faca afiada para cortar os vegetais para a salada.,
2556,knives,,plural de knife,B1,noun,,,I need to buy some new knives for cooking.,Eu preciso comprar algumas facas novas para cozinhar.,
2559,knot,,"nó, laço, amarra",B1,noun,,,I tied a knot in the rope to make sure it wouldn't come loose.,Eu fiz um nó na corda para ter certeza de que não ia se soltar.,
2559,knot,,"nó, laço, amarra",B1,noun,,,She tied a knot in the rope to keep it from slipping.,Ela fez um nó na corda para evitar que escorregasse.,
2575,lamp,,lâmpada,B1,noun,,,I turned on the lamp to read my book in the evening.,Eu acendi a lâmpada para ler meu livro à noite.,
2561,know-how,,"conhecimento técnico, técnica, prática",B1,noun,,,She has the know-how to fix the car when it breaks down.,Ela tem o conhecimento necessário para consertar o carro quando ele quebra.,
2577,landlord,,"proprietário, locador",B1,noun,,,I need to talk to my landlord about fixing the leaky faucet in my apartment.,Preciso falar com meu senhorio sobre consertar a torneira vazando no meu apartamento.,
2561,know-how,,"conhecimento técnico, técnica, prática",B1,noun,,,She has the know-how to fix the computer when it breaks.,Ela tem o conhecimento necessário para consertar o computador quando ele quebra.,
2578,lane,,"pista, alameda",B1,noun,,,"She walked down the quiet lane, enjoying the fresh air and the sound of birds.","Ela caminhou pela rua tranquila, aproveitando o ar fresco e o som dos pássaros.",
2572,laid,,passado e particípio passado de lay,B1,adjective,,,She laid her book on the table before leaving the room.,Ela colocou o livro na mesa antes de sair da sala.,
2572,laid,,passado e particípio passado de lay,B1,adjective,,,She laid the blanket on the grass for our picnic.,Ela colocou o cobertor na grama para o nosso piquenique.,
2579,language,,"linguagem, idioma, língua",B1,noun,,,I want to learn a new language to communicate with people from different countries.,Eu quero aprender uma nova língua para me comunicar com pessoas de diferentes países.,
2582,last,,"último, passado",B1,adjective,,,"This is the last piece of cake, so please share it with me.","Este é o último pedaço de bolo, então por favor, compartilhe comigo.",
2575,lamp,,lâmpada,B1,noun,,,I need to buy a new lamp for my bedroom because the old one is broken.,Eu preciso comprar uma nova lâmpada para o meu quarto porque a antiga está quebrada.,
2575,lamp,,lâmpada,B1,noun,,,I turned off the lamp before going to bed.,Eu desliguei a lâmpada antes de ir para a cama.,
2577,landlord,,"proprietário, locador",B1,noun,,,I need to contact my landlord because there is a leak in the bathroom.,Eu preciso contatar meu senhorio porque há um vazamento no banheiro.,
2583,last name -,,late,B1,B1,,,Please write your last name - on the form before submitting it.,"Por favor, escreva seu sobrenome no formulário antes de enviá-lo.",
2577,landlord,,"proprietário, locador",B1,noun,,,I need to talk to my landlord about fixing the leaking faucet in my apartment.,Eu preciso falar com meu senhorio sobre consertar a torneira que está vazando no meu apartamento.,
2578,lane,,"pista, alameda",B1,noun,,,She walked down the quiet lane to reach the park.,Ela caminhou pela rua tranquila para chegar ao parque.,
2578,lane,,"pista, alameda",B1,noun,,,She jogs every morning in the quiet lane near her house.,Ela corre todas as manhãs na rua tranquila perto de sua casa.,
2592,law,,lei,B1,noun,,,Everyone must follow the law to keep our community safe.,Todos devem seguir a lei para manter nossa comunidade segura.,
2579,language,,"linguagem, idioma, língua",B1,noun,,,I want to learn a new language to travel more easily around the world.,Eu quero aprender uma nova língua para viajar mais facilmente pelo mundo.,
2579,language,,"linguagem, idioma, língua",B1,noun,,,I want to learn a new language before I travel to another country.,Eu quero aprender uma nova língua antes de viajar para outro país.,
2582,last,,"último, passado",B1,adjective,,,This is my last chance to finish the project on time.,Esta é minha última chance de terminar o projeto a tempo.,
2593,lawyer,,lay,B1,noun,,,My sister wants to become a lawyer because she enjoys helping people with their problems.,Minha irmã quer se tornar advogada porque gosta de ajudar as pessoas com seus problemas.,
2582,last,,"último, passado",B1,adjective,,,I watched the last episode of my favorite series last night.,Eu assisti ao último episódio da minha série favorita ontem à noite.,
2583,last name -,,late,B1,B1,,,Can you tell me your last name - so I can write it down for the registration?,Você pode me dizer seu sobrenome para que eu possa anotá-lo para o registro?,
2596,lead,,"conduzir, liderar",B1,verb,,,I will lead the group on our hike this weekend.,Eu vou liderar o grupo na nossa trilha neste fim de semana.,
2592,law,,lei,B1,noun,,,It is important to understand the law so you can follow the rules in your country.,É importante entender a lei para que você possa seguir as regras no seu país.,
2583,last name -,,late,B1,B1,,,Can you please tell me your last name - so I can help you with the registration?,"Você pode me dizer seu sobrenome, por favor, para que eu possa te ajudar com o registro?",
2607,lecture,,"discurso, conferência",B1,noun,,,I took notes during the lecture about climate change at the university.,Eu fiz anotações durante a palestra sobre mudanças climáticas na universidade.,
2593,lawyer,,lay,B1,noun,,,I want to become a lawyer because I like helping people with their problems.,Eu quero me tornar advogado porque gosto de ajudar as pessoas com seus problemas.,
2618,lens,,lente,B1,noun,,,I need to clean my camera lens before taking pictures at the park.,Eu preciso limpar a lente da minha câmera antes de tirar fotos no parque.,
2596,lead,,"conduzir, liderar",B1,verb,,,I will lead the team meeting tomorrow to discuss our new project.,Eu vou liderar a reunião da equipe amanhã para discutir nosso novo projeto.,
2592,law,,lei,B1,noun,,,It is important to understand the law in your country to know your rights and responsibilities.,É importante entender a lei no seu país para conhecer seus direitos e responsabilidades.,
2619,lent,,passado e particípio passado de lend,B1,noun,,,She lent her book to a friend who needed help with the homework.,Ela emprestou seu livro a uma amiga que precisava de ajuda com a lição de casa.,
2607,lecture,,"discurso, conferência",B1,noun,,,I attended a fascinating lecture about climate change at the university last week.,Eu assisti a uma palestra fascinante sobre mudanças climáticas na universidade na semana passada.,
2593,lawyer,,lay,B1,noun,,,My sister wants to become a lawyer because she wants to help people with their problems.,Minha irmã quer se tornar advogada porque quer ajudar as pessoas com seus problemas.,
2624,lettuce,,alface,B1,noun,,,I like to add lettuce to my sandwich for extra crunch and freshness.,Eu gosto de adicionar alface ao meu sanduíche para dar crocância e frescor a mais.,
2618,lens,,lente,B1,noun,,,She looked through the lens of her camera to take a beautiful photo.,Ela olhou através da lente da câmera para tirar uma foto bonita.,
2629,liberal,,liberal,B1,noun,,,Many people consider her a liberal because she supports equal rights for everyone.,Muitas pessoas a consideram uma liberal porque ela apoia os direitos iguais para todos.,
2596,lead,,"conduzir, liderar",B1,verb,,,I will lead the group in our project meeting tomorrow.,Eu vou liderar o grupo na nossa reunião de projeto amanhã.,
2619,lent,,passado e particípio passado de lend,B1,noun,,,She lent me her book because I wanted to read it.,Ela me emprestou o livro dela porque eu queria lê-lo.,
2631,library,,biblioteca,B1,noun,,,I go to the library every Saturday to study and read books.,Eu vou à biblioteca todo sábado para estudar e ler livros.,
2607,lecture,,"discurso, conferência",B1,noun,,,I took notes during the lecture so I could review the important information later.,Eu fiz anotações durante a palestra para poder revisar as informações importantes depois.,
2624,lettuce,,alface,B1,noun,,,I like to add lettuce to my sandwich for a fresh taste.,Eu gosto de adicionar alface ao meu sanduíche para um sabor fresco.,
2618,lens,,lente,B1,noun,,,She looked through the lens of her camera to take a beautiful picture.,Ela olhou através da lente da câmera para tirar uma foto bonita.,
2629,liberal,,liberal,B1,noun,,,My friend is very liberal and believes in equal rights for everyone.,Meu amigo é muito liberal e acredita em direitos iguais para todos.,
2619,lent,,passado e particípio passado de lend,B1,noun,,,She lent me her book so I could finish reading it before the weekend.,Ela me emprestou o livro dela para que eu pudesse terminá-lo antes do fim de semana.,
2637,lifeguard,,salva-vidas,B1,noun,,,The lifeguard watched over the swimmers at the beach to make sure everyone was safe.,O salva-vidas vigiava os nadadores na praia para garantir que todos estivessem seguros.,
2631,library,,biblioteca,B1,noun,,,I often go to the library to study and borrow books for my classes.,Eu costumo ir à biblioteca para estudar e pegar livros para as minhas aulas.,
2624,lettuce,,alface,B1,noun,,,I like to add lettuce to my sandwiches for extra crunch and flavor.,Eu gosto de adicionar alface aos meus sanduíches para dar crocância e sabor extra.,
2642,lightning,,"raio, relâmpago",B1,noun,,,The lightning lit up the sky during the storm last night.,O relâmpago iluminou o céu durante a tempestade na noite passada.,
2637,lifeguard,,salva-vidas,B1,noun,,,The lifeguard watched over the swimmers to make sure everyone was safe in the water.,O salva-vidas vigiava os nadadores para garantir que todos estivessem seguros na água.,
2652,lion,,leão,B1,noun,,,The lion is often called the king of the jungle because of its strength and bravery.,O leão é frequentemente chamado de rei da selva por causa de sua força e bravura.,
2629,liberal,,liberal,B1,noun,,,My friend is very liberal and believes in equal rights for everyone.,Meu amigo é muito liberal e acredita em direitos iguais para todos.,
2642,lightning,,"raio, relâmpago",B1,noun,,,"I saw lightning during the storm last night, and it was very bright.","Eu vi relâmpagos durante a tempestade na noite passada, e estavam muito brilhantes.",
2631,library,,biblioteca,B1,noun,,,I often go to the library to study and borrow new books.,Eu costumo ir à biblioteca para estudar e pegar livros novos emprestados.,
2652,lion,,leão,B1,noun,,,"The lion roared loudly in the zoo, exciting all the visitors.","O leão rugiu alto no zoológico, empolgando todos os visitantes.",
2661,liter,,litro [medida de volume],B1,noun,,,,,
2637,lifeguard,,salva-vidas,B1,noun,,,The lifeguard watched closely as the children played in the water.,O salva-vidas observava de perto enquanto as crianças brincavam na água.,
2667,liver,,fígado,B1,noun,,,Eating too much fatty food can harm your liver over time.,Comer muita comida gordurosa pode prejudicar seu fígado ao longo do tempo.,
2642,lightning,,"raio, relâmpago",B1,noun,,,I saw a bright flash of lightning during the storm last night.,Eu vi um brilho intenso de relâmpago durante a tempestade na noite passada.,
2661,liter,,litro [medida de volume],B1,noun,,,,,
2652,lion,,leão,B1,noun,,,The lion is often called the king of the jungle because of its strength and bravery.,O leão é frequentemente chamado de rei da selva por causa de sua força e bravura.,
2689,lose,,perder,B1,verb,,,"If you don’t pay attention, you might lose your keys.","Se você não prestar atenção, pode perder suas chaves.",
2667,liver,,fígado,B1,noun,,,Eating too much fat can be bad for your liver.,Comer muita gordura pode ser ruim para o seu fígado.,
2690,loss,,perda,B1,noun,,,She felt a deep sense of loss when her friend moved to another city.,Ela sentiu uma profunda sensação de perda quando sua amiga se mudou para outra cidade.,
2691,lost,,passado e particípio passado de lose,B1,verb,,,I lost my keys while I was shopping yesterday.,Eu perdi minhas chaves enquanto fazia compras ontem.,
2661,liter,,litro [medida de volume],B1,noun,,,,,
2689,lose,,perder,B1,verb,,,I always try to keep my keys in the same place so I don’t lose them.,Eu sempre tento manter minhas chaves no mesmo lugar para não perdê-las.,
2694,lottery,,loteria,B1,noun,,,I bought a ticket for the lottery hoping to win some money.,Eu comprei um bilhete da loteria esperando ganhar algum dinheiro.,
2667,liver,,fígado,B1,noun,,,She decided to eat more healthy foods to keep her liver in good condition.,Ela decidiu comer alimentos mais saudáveis para manter seu fígado em boas condições.,
2690,loss,,perda,B1,noun,,,The loss of my favorite book made me very sad.,A perda do meu livro favorito me deixou muito triste.,
2699,loyal,,"leal, fiel, dedicado",B1,adjective,,,My dog is very loyal and always stays by my side.,Meu cachorro é muito leal e sempre fica ao meu lado.,
2689,lose,,perder,B1,verb,,,"If you don't pay attention, you might lose your keys again.","Se você não prestar atenção, pode perder suas chaves novamente.",
2691,lost,,passado e particípio passado de lose,B1,verb,,,I lost my keys while I was shopping at the mall.,Eu perdi minhas chaves enquanto estava fazendo compras no shopping.,
2690,loss,,perda,B1,noun,,,The loss of my favorite book made me very sad.,A perda do meu livro favorito me deixou muito triste.,
2701,luck,,"sorte, casualidade",B1,noun,,,"I found a twenty-dollar bill on the street, and I think it was just my luck!",Eu encontrei uma nota de vinte dólares na rua e acho que foi só sorte minha!,
2691,lost,,passado e particípio passado de lose,B1,verb,,,I lost my keys while I was shopping at the mall.,Eu perdi minhas chaves enquanto estava fazendo compras no shopping.,
2694,lottery,,loteria,B1,noun,,,I bought a ticket for the lottery hoping to win some money.,Eu comprei um bilhete da loteria na esperança de ganhar algum dinheiro.,
2703,lump,,"tablete, torrão",B1,noun,,,I found a lump of sugar in the bottom of my coffee cup.,Eu encontrei um pedaço de açúcar no fundo da minha xícara de café.,
2694,lottery,,loteria,B1,noun,,,"I bought a ticket for the lottery, hoping to win some money for a new car.","Comprei um bilhete da loteria, esperando ganhar um dinheiro para um carro novo.",
2699,loyal,,"leal, fiel, dedicado",B1,adjective,,,My dog is very loyal and always stays by my side.,Meu cachorro é muito leal e sempre fica ao meu lado.,
2704,lunch,,almoço,B1,noun,,,I usually have a sandwich and some fruit for lunch.,Eu geralmente como um sanduíche e algumas frutas no almoço.,
2699,loyal,,"leal, fiel, dedicado",B1,adjective,,,My dog is very loyal and always waits for me at the door.,Meu cachorro é muito leal e sempre me espera na porta.,
2701,luck,,"sorte, casualidade",B1,noun,,,"I found a $20 bill on the street, and I think it was just my luck.",Eu encontrei uma nota de 20 dólares na rua e acho que foi só sorte minha.,
2705,lust,,"luxúria, desejo ardente",B1,noun,,,He felt a strong lust for adventure after reading the exciting travel stories.,Ele sentiu uma forte vontade de aventura depois de ler as empolgantes histórias de viagem.,
2701,luck,,"sorte, casualidade",B1,noun,,,"I found a $20 bill on the street, and I think it was just my luck!",Eu encontrei uma nota de 20 dólares na rua e acho que foi só sorte minha!,
2703,lump,,"tablete, torrão",B1,noun,,,I found a lump of sugar in my coffee cup.,Eu encontrei um pedaço de açúcar na minha xícara de café.,
2712,machine,,máquina,B1,noun,,,I need to fix the coffee machine before we can make breakfast.,Eu preciso consertar a cafeteira antes de podermos fazer o café da manhã.,
2703,lump,,"tablete, torrão",B1,noun,,,I found a lump of sugar in the bottom of my tea cup.,Eu encontrei um pedaço de açúcar no fundo da minha xícara de chá.,
2716,magazine,,revista,B1,noun,,,I bought a new magazine to read on the train.,Eu comprei uma nova revista para ler no trem.,
2704,lunch,,almoço,B1,noun,,,I usually have lunch at noon with my friends.,Eu geralmente almoço ao meio-dia com meus amigos.,
2704,lunch,,almoço,B1,noun,,,I usually have a sandwich and a salad for lunch.,Eu geralmente como um sanduíche e uma salada no almoço.,
2718,magnificent,,"magnífico, esplêndido",B1,adjective,,,The view from the top of the mountain was absolutely magnificent.,A vista do topo da montanha era absolutamente magnífica.,
2705,lust,,"luxúria, desejo ardente",B1,noun,,,His lust for adventure took him to many exciting places around the world.,Seu desejo por aventura o levou a muitos lugares emocionantes ao redor do mundo.,
2705,lust,,"luxúria, desejo ardente",B1,noun,,,He felt a strong lust for adventure as he planned his trip around the world.,Ele sentiu uma forte vontade de aventura enquanto planejava sua viagem ao redor do mundo.,
2721,mailman,,carteiro,B1,noun,,,The mailman delivers letters and packages to our house every morning.,O carteiro entrega cartas e pacotes na nossa casa todas as manhãs.,
2712,machine,,máquina,B1,noun,,,I need to fix the coffee machine before we can have our breakfast.,Eu preciso consertar a cafeteira antes de podermos tomar nosso café da manhã.,
2723,maintain,,"manter, conservar",B1,verb,,,It is important to maintain a healthy diet to feel good and have energy.,É importante manter uma dieta saudável para se sentir bem e ter energia.,
2712,machine,,máquina,B1,noun,,,I need to fix the washing machine because it is not working properly.,Eu preciso consertar a máquina de lavar porque ela não está funcionando direito.,
2716,magazine,,revista,B1,noun,,,I enjoy reading a magazine while having my coffee in the morning.,Eu gosto de ler uma revista enquanto tomo meu café de manhã.,
2729,mall,,grande conjunto de lojas concentrado em um,B1,noun,,,I like to spend my weekends at the mall with my friends.,Eu gosto de passar meus finais de semana no shopping com meus amigos.,
