id,english,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
2867,month,mês,B1,noun,"A period into which a year is divided, historically based on the phases of the moon.","Um período em que um ano é dividido, historicamente baseado nas fases da lua.","","",needs_enrichment
2879,mosquito,mosquito,B1,noun,"A small flying insect of the family Culicidae, the females of which bite humans and animals and suck blood, leaving an itching bump on the skin, and sometimes carrying diseases like malaria and yellow fever.","Um pequeno inseto voador da família Culicidae, cujas fêmeas picam humanos e animais e sugam sangue, deixando um inchaço coceira na pele, e às vezes transmitindo doenças como malária e febre amarela.","","",needs_enrichment
2880,most,"mais, maior quantidade, maior parte, maioria",B1,adverb,The greatest amount.,A maior quantidade.,"","","advérbio,needs_enrichment"
2884,motivo,moʊtər,B1,,,,O motivo pelo qual ela não veio à festa foi que estava doente.,Elela não veio à festa porque estava doente.,needs_enrichment
2887,mountain,montanha,B1,noun,"An elevation of land of considerable dimensions rising more or less abruptly, forming a conspicuous figure in the landscape, usually having a small extent of surface at its summit.","Uma elevação de terra de dimensões consideráveis que se ergue de forma mais ou menos abrupta, formando uma figura conspícua na paisagem, geralmente tendo uma pequena extensão de superfície em seu cume.","","",needs_enrichment
2893,movie theater -,Mr.,B1,,,,"","",needs_enrichment
2894,mrs.,Sra. título de tratamento para mulher,B1,,,"""Mrs."" é uma palavra usada para se referir a uma mulher casada, geralmente seguida do sobrenome dela.","Mrs. Smith is my neighbor, and she always helps me with my homework.",A Sra. Smith é minha vizinha e ela sempre me ajuda com meu dever de casa.,needs_enrichment
2898,mug,"caneca, caneco",B1,noun,"A large cup for hot liquids, usually having a handle and used without a saucer.","Uma xícara grande para líquidos quentes, geralmente com uma alça e usada sem pires.","","",needs_enrichment
2903,museum,museu,B1,noun,"A building or institution dedicated to the acquisition, conservation, study, exhibition, and educational interpretation of objects having scientific, historical, cultural or artistic value.","Um edifício ou instituição dedicado à aquisição, conservação, estudo, exibição e interpretação educacional de objetos que possuem valor científico, histórico, cultural ou artístico.","","",needs_enrichment
2905,music,música,B1,noun,"A series of sounds organized in time, employing melody, harmony, tempo etc. usually to convey a mood.","Uma série de sons organizados no tempo, empregando melodia, harmonia, tempo etc., geralmente para transmitir um estado de espírito.","","",needs_enrichment
2906,musical,musical,B1,noun,"A stage performance, show or film that involves singing, dancing and musical numbers performed by the cast as well as acting.","Uma apresentação teatral, show ou filme que envolve canto, dança e números musicais realizados pelo elenco, além de atuação.","","",needs_enrichment
2910,my,"meu, minha [antes de um substantivo]",B1,pronoun,"Used to express surprise, shock or amazement.","Usado para expressar surpresa, choque ou espanto.","","","pronome possessivo,needs_enrichment"
2915,letra n,Pronúncia,B1,,,,Não sei qual letra N escolher para a minha nova tinta de móvel.,Não sei qual cor escolher para a minha nova tinta de móvel.,needs_enrichment
2917,naked,nu,B1,adjective,"Bare, not covered by clothing.","Nu, não coberto por roupas.","","",needs_enrichment
2919,nap,"cochilo, soneca",B1,noun,"A short period of sleep, especially one during the day.","Um curto período de sono, especialmente um durante o dia.","","",needs_enrichment
2922,narrow,estreito,B1,noun,"(chiefly in the plural) A narrow passage, especially a contracted part of a stream, lake, or sea; a strait connecting two bodies of water.",estreitos,"","",needs_enrichment
2925,nation,nação,B1,noun,"A historically constituted, stable community of people, formed on the basis of a common language, territory, economic life, ethnicity and/or psychological make-up manifested in a common culture.","Uma comunidade historicamente constituída e estável de pessoas, formada com base em uma língua comum, território, vida econômica, etnia e/ou características psicológicas manifestadas em uma cultura comum.","","",needs_enrichment
2928,natural,natural,B1,noun,"A native inhabitant of a place, country etc.","Um habitante nativo de um lugar, país etc.","","",needs_enrichment
2933,nearby,"próximo, perto, vizinho",B1,adjective,"Adjacent, near, close by","Adjacente, perto, próximo","","",needs_enrichment
2935,neat,"limpo, asseado",B1,noun,"An artificial intelligence researcher who believes that solutions should be elegant, clear and provably correct. Compare scruffy.","Um pesquisador em inteligência artificial que acredita que as soluções devem ser elegantes, claras e comprovadamente corretas. Compare com ""scruffy"".","","",needs_enrichment
2940,needle,agulha,B1,noun,"A fine, sharp implement usually for piercing such as sewing, or knitting, acupuncture, tattooing, body piercing, medical injections, etc.","Um instrumento fino e afiado, geralmente para perfuração, como costura, tricô, acupuntura, tatuagem, piercings corporais, injeções médicas, etc.","","",needs_enrichment
2948,neon,neon,B1,noun,"The chemical element (symbol Ne) with an atomic number of 10. The lightest of the noble gases, it is a colourless, odorless inert gas.","O elemento químico (símbolo Ne) com número atômico 10. O mais leve dos gases nobres, é um gás incolor, inodoro e inerte.","","",needs_enrichment
2951,nerve,nervo,B1,noun,"A bundle of neurons with their connective tissue sheaths, blood vessels and lymphatics.","Um feixe de neurônios com suas bainhas de tecido conjuntivo, vasos sanguíneos e linfáticos.","","",needs_enrichment
2954,net,rede; líquido [lucro],B1,,,,My sister is trying to catch fish with a net from the river.,Minha irmã está tentando pegar peixes com uma rede do rio.,needs_enrichment
2961,newspaper,jornal,B1,noun,"A publication, usually published daily or weekly and usually printed on cheap, low-quality paper, containing news and other articles.","Uma publicação, geralmente publicada diariamente ou semanalmente e normalmente impressa em papel barato e de baixa qualidade, contendo notícias e outros artigos.","","",needs_enrichment
2962,newsstand,banca de jornais,B1,noun,"An open stall, often on a street, where newspapers and magazines are on sale to the public","Uma banca de jornal, frequentemente localizada na rua, onde jornais e revistas estão à venda para o público.","","",needs_enrichment
2966,nickname,"apelido, nome familiar",B1,noun,"A familiar, invented given name for a person or thing used instead of the actual name of the person or thing.",Um nome próprio inventado e familiar para uma pessoa ou coisa usado em vez do nome real da pessoa ou coisa.,"","",needs_enrichment
2968,night,noite,B1,noun,"The period between sunset and sunrise, when a location faces far away from the sun, thus when the sky is dark.","O período entre o pôr do sol e o nascer do sol, quando um local está voltado para longe do sol, portanto, quando o céu está escuro.","","",needs_enrichment
2969,nightclub,"danceteria, boate",B1,noun,"A public or private establishment that is open late at night to provide entertainment, food, drink, music and/or dancing.","Um estabelecimento público ou privado que fica aberto até tarde da noite para oferecer entretenimento, comida, bebida, música e/ou dança.","","",needs_enrichment
2979,nod,"inclinar a cabeça, consentir",B1,noun,"An instance of inclining the head up and down, as to indicate agreement, or as a cursory greeting.","Um gesto de inclinar a cabeça para cima e para baixo, como para indicar concordância ou como uma saudação rápida.","","",needs_enrichment
2980,noise,barulho,B1,noun,"Various sounds, usually unwanted or unpleasant.","Vários sons, geralmente indesejados ou desagradáveis.","","",needs_enrichment
2981,noisy,barulhento,B1,adjective,"Making a noise, especially a loud unpleasant sound","Fazendo barulho, especialmente um som alto e desagradável.","","",needs_enrichment
2983,nonsense,"sem sentido, absurdo",B1,noun,"Letters or words, in writing or speech, that have no meaning or pattern or seem to have no meaning.","Letras ou palavras, na escrita ou na fala, que não têm significado ou padrão ou parecem não ter significado.","","",needs_enrichment
2986,normal,normal,B1,noun,"A line or vector that is perpendicular to another line, surface, or plane.","Uma linha ou vetor que é perpendicular a outra linha, superfície ou plano.","","",needs_enrichment
2987,north,norte,B1,noun,"One of the four major compass points, specifically 0°, directed toward the North Pole, and conventionally upwards on a map, abbreviated as N.","Um dos quatro principais pontos cardeais, especificamente 0°, direcionado para o Polo Norte e convencionalmente para cima em um mapa, abreviado como N.","","",needs_enrichment
2989,nose,nariz,B1,noun,"A protuberance on the face housing the nostrils, which are used to breathe or smell.","Uma protuberância no rosto que abriga as narinas, que são usadas para respirar ou cheirar.","","",needs_enrichment
2994,nothing,nada,B1,noun,"Something trifling, or of no consequence or importance.","Algo trivial, ou sem consequência ou importância.","","",needs_enrichment
2997,notion,"noção, impressão",B1,noun,"Mental apprehension of whatever may be known, thought, or imagined; idea, concept.","Apreensão mental de tudo que pode ser conhecido, pensado ou imaginado; ideia, conceito.","","",needs_enrichment
3000,november,novembro,B1,noun,,,She checked her calendar to remember that Thanksgiving falls in November every year.,Ela consultou seu calendário para lembrar que o Dia de Ação de Graças cai no mês de Novembro todos os anos.,needs_enrichment
3002,nowhere,"em nenhum lugar, em parte alguma",B1,noun,"No particular place, noplace.","Nenhum lugar em particular, nenhum lugar.","","",needs_enrichment
3004,nude,nu,B1,noun,"A painting, sculpture, photograph or other artwork or mass-media-reproduced image depicting one or more human figure(s) in a state of near or total undress.","Uma pintura, escultura, fotografia ou outra obra de arte ou imagem reproduzida em massa que retrata uma ou mais figuras humanas em estado de quase ou total nudez.","","",needs_enrichment
3006,numerous,numeroso,B1,adjective,"Indefinitely large numerically, many.","Indefinidamente grande numericamente, muitos.","","",needs_enrichment
3010,maluco,Letra O,B1,,,,"I couldn't find any example of the word ""maluco"" being used as a standalone word in English. However, I found that it is often used as an adverbial form in Portuguese to mean ""crazy"", but its usage and translation can be context-dependent.","Não consegui encontrar nenhum exemplo de uso do termo ""maluco"" como palavras isoladas em inglês, mas descobri que é frequentemente usado como forma adverbial em português para significar ""louco"", mas seu uso e tradução podem variar de acordo com o contexto.","needs_enrichment,dict_en_404"
3011,oak,carvalho,B1,noun,"A deciduous tree with distinctive deeply lobed leaves, acorns, and notably strong wood, typically of England and northeastern North America, included in genus Quercus.","Uma árvore caducifólia com folhas profundamente lobadas e distintas, bolotas e madeira notavelmente forte, tipicamente da Inglaterra e do nordeste da América do Norte, incluída no gênero Quercus.","","",needs_enrichment
3012,oath,"juramento, voto",B1,noun,"A solemn pledge or promise, appealing to a deity, a ruler, or another entity (not necessarily present) to attest to the truth of a statement or sincerity of one's desire to fulfill a contract or promise.","Um compromisso solene ou promessa, apelando a uma divindade, um governante ou outra entidade (não necessariamente presente) para atestar a veracidade de uma declaração ou a sinceridade do desejo de cumprir um contrato ou promessa.","","",needs_enrichment
3014,obey,obedecer,B1,verb,"To do as ordered by (a person, institution etc), to act according to the bidding of.","Fazer conforme ordenado por (uma pessoa, instituição etc), agir de acordo com o pedido de.","","",needs_enrichment
3017,obligation,obrigação,B1,noun,"The act of binding oneself by a social, legal, or moral tie to someone.","O ato de se vincular por um laço social, legal ou moral a alguém.","","",needs_enrichment
3018,oblige,"obrigar, forçar",B1,verb,"To constrain someone by force or by social, moral or legal means.","Constrain alguém pela força ou por meios sociais, morais ou legais.","","",needs_enrichment
3020,observe,observar,B1,verb,"To notice or view, especially carefully or with attention to detail.","Notar ou observar, especialmente com cuidado ou com atenção aos detalhes.","","",needs_enrichment
3021,obstacle,obstáculo,B1,noun,"Something that impedes, stands in the way of, or holds up progress","Algo que impede, obstrui ou atrasa o progresso.","","",needs_enrichment
3024,obvious,"óbvio, evidente",B2,adjective,"Easily discovered, seen, or understood; self-explanatory.","Facilmente descoberto, visto ou compreendido; autoexplicativo.","","",needs_enrichment
3031,october,outubro,B2,noun,,,We will be celebrating Dia de Finas Festas in October.,Vamos comemorar o Dia de Finas Festas em outubro.,needs_enrichment
3032,odd,"ímpar, estranho, esquisito",B2,noun,(diminutive) An odd number.,um número ímparzinho.,"","",needs_enrichment
3040,office,escritório,B2,noun,"A ceremonial duty or service, particularly:","Um dever ou serviço cerimonial, particularmente:","","",needs_enrichment
3041,officer,"policial, oficial",B2,noun,"One who has a position of authority in a hierarchical organization, especially in military, police or government organizations.","Aquele que ocupa uma posição de autoridade em uma organização hierárquica, especialmente em organizações militares, policiais ou governamentais.","","",needs_enrichment
3047,fashioned,old-,B2,verb,"To make, build or construct, especially in a crude or improvised way.","Fazer, construir ou montar, especialmente de maneira rudimentar ou improvisada.","","",needs_enrichment
3048,olive,"azeitona, oliva",B2,noun,"A tree, Olea europaea, cultivated since ancient times in the Mediterranean for its fruit and the oil obtained from it.","Uma árvore, Olea europaea, cultivada desde os tempos antigos no Mediterrâneo por seu fruto e pelo óleo obtido dele.","","",needs_enrichment
3055,onion,cebola,B2,noun,"A monocotyledonous plant (Allium cepa), allied to garlic, used as vegetable and spice.","Uma planta monocotiledônea (Allium cepa), aliada ao alho, utilizada como vegetal e tempero.","","",needs_enrichment
3056,only,"só, apenas, somente",B2,adverb,An only child.,Um filho único.,"","","advérbio,needs_enrichment"
3061,opera,ópera,B2,noun,"A theatrical work, combining drama, music, song and sometimes dance.","Uma obra teatral que combina drama, música, canção e às vezes dança.","","",needs_enrichment
3063,opinion,opinião,B2,noun,"A subjective belief, judgment or perspective that a person has formed about a topic, issue, person or thing.","Uma crença, julgamento ou perspectiva subjetiva que uma pessoa formou sobre um tópico, questão, pessoa ou coisa.","","",needs_enrichment
3065,opportunity,oportunidade,B2,noun,"A chance for advancement, progress or profit.","Uma oportunidade de avanço, progresso ou lucro.","","",needs_enrichment
3070,optional,"opcional, facultativo",B2,noun,"Something that is not compulsory, especially part of an academic course.","Algo que não é obrigatório, especialmente parte de um curso acadêmico.","","",needs_enrichment
3071,or,ou,B2,conjunction,"Connects at least two alternative words, phrases, clauses, sentences, etc. each of which could make a passage true. In English, this is the ""inclusive or."" The ""exclusive or"" is formed by ""either [...] or"".","Conecta pelo menos duas palavras, frases, cláusulas, sentenças, etc., cada uma das quais poderia tornar uma passagem verdadeira. Em inglês, isso é o ""ou inclusivo"". O ""ou exclusivo"" é formado por ""ou [...] ou"".","","","conjunção,needs_enrichment"
3081,other,outro,B2,determiner,"An other, another (person, etc), more often rendered as another.","Outro, outra (pessoa, etc.), mais frequentemente traduzido como outro.","","","determinante,needs_enrichment"
3085,our,"nosso, nossa [antes de um substantivo]",B2,pronoun,,,We are responsible for taking care of our pet.,Somos responsáveis por cuidar do nosso pet.,"pronome possessivo,needs_enrichment,dict_en_404"
3088,out,fora,B2,preposition,"A means of exit, escape, reprieve, etc.","Um meio de saída, fuga, alívio, etc.","","","preposição,needs_enrichment"
3096,outlook,"perspectiva, ponto de vista, panorama",B2,noun,A place from which something can be viewed.,Um lugar de onde algo pode ser visto.,"","",needs_enrichment
3107,overwhelm,"comover, sobrecarregar, esmagar",B2,noun,The state or condition of being overwhelmed.,O estado ou condição de estar sobrecarregado.,"","",needs_enrichment
3109,owl,coruja,B2,noun,"Any of various birds of prey of the order Strigiformes that are primarily nocturnal and have forward-looking, binocular vision, limited eye movement, and good hearing.","Qualquer uma das várias aves de rapina da ordem Strigiformes que são principalmente noturnas e possuem visão binocular voltada para frente, movimento ocular limitado e boa audição.","","",needs_enrichment
3111,owner,"proprietário, dono, possuidor",B2,noun,One who owns something.,Aquele que possui algo.,"","",needs_enrichment
3114,oyster,ostra,B2,noun,"Any of certain marine bivalve mollusks, especially those of the family Ostreidae (the true oysters), usually found adhering to rocks or other fixed objects in shallow water along the seacoasts, or in brackish water in the mouth of rivers.","Qualquer um de certos moluscos bivalves marinhos, especialmente os da família Ostreidae (as verdadeiras ostras), geralmente encontrados aderidos a rochas ou outros objetos fixos em águas rasas ao longo das costas do mar, ou em águas salobras na foz dos rios.","","",needs_enrichment
3115,letra p,Pronúncia,B2,,,,A carta aberta de protesto começou com a letra P.,"",needs_enrichment
3117,pacific,pacífico,B2,adjective,"Calm, peaceful.","Calmo, pacífico.","","",needs_enrichment
3125,painful,dolorido,B2,adjective,"Causing pain or distress, either physical or mental.","Causando dor ou sofrimento, seja físico ou mental.","","",needs_enrichment
3130,pajamas,pijama,B2,noun,"Clothes for wearing to bed and sleeping in, usually consisting of a loose-fitting shirt and pants/trousers.","Roupas para usar na cama e dormir, geralmente consistindo em uma camisa solta e calças.","","",needs_enrichment
3131,palace,palácio,B2,noun,"Official residence of a head of state or other dignitary, especially in a monarchical or imperial governmental system.","Residência oficial de um chefe de estado ou outro dignitário, especialmente em um sistema governamental monárquico ou imperial.","","",needs_enrichment
3134,pan,panela,B2,noun,"A wide, flat receptacle used around the house, especially for cooking.","Um recipiente largo e raso usado em casa, especialmente para cozinhar.","","",needs_enrichment
3138,pantyhose,meia-calça,B2,noun,"Women's thin nylon tights worn over the legs, usually tan in color.","Meias-calças finas de nylon para mulheres usadas sobre as pernas, geralmente na cor bege.","","",needs_enrichment
3140,parade,"desfile, parada, marcha, cortejo",B2,noun,"An organized procession consisting of a series of consecutive displays, performances, exhibits, etc. displayed by moving down a street past a crowd of spectators.","Uma procissão organizada composta por uma série de exibições, performances, exposições, etc., apresentadas ao longo de uma rua diante de uma multidão de espectadores.","","",needs_enrichment
3142,paragraph,parágrafo,B2,noun,"A passage in text that is about a different subject from the preceding text, marked by commencing on a new line, the first line sometimes being indented.","Um trecho no texto que trata de um assunto diferente do texto anterior, marcado por começar em uma nova linha, sendo que a primeira linha às vezes é indentada.","","",needs_enrichment
3148,parking lot,área de estacionamento externa,B2,noun,"An open area, generally paved, where automobiles may be left when not in use.",,"where automobiles may be left when not in use.""",Onde os automóveis podem ficar quando não estão sendo usados.,needs_enrichment
3152,participate,participar,B2,verb,"To join in, to take part, to involve oneself (in something).","Participar, envolver-se (em algo).","","",needs_enrichment
3160,passenger,passageiro,B2,noun,"One who rides or travels in a vehicle, but who does not operate it and is not a member of the crew.","Um passageiro que viaja em um veículo, mas que não o opera e não é membro da tripulação.","","",needs_enrichment
3163,passport,passaporte,B2,noun,"An official document normally used for international journeys, which proves the identity and nationality of the person for whom it was issued.","Um documento oficial normalmente utilizado para viagens internacionais, que comprova a identidade e a nacionalidade da pessoa para quem foi emitido.","","",needs_enrichment
3168,pat,"tapinha, carícia",B2,noun,"The sound of a light slap or tap with a soft flat object, especially of a footstep","O som de um leve tapa ou batida com um objeto plano e macio, especialmente de um passo.","","",needs_enrichment
3170,path,"caminho, trilha",B2,noun,"A trail for the use of, or worn by, pedestrians.","Uma trilha para uso de, ou utilizada por, pedestres.","","",needs_enrichment
3173,pattern,"padrão, modelo",B2,noun,"Model, example.","Modelo, exemplo.","","",needs_enrichment
3183,peach,pêssego,B2,noun,"A tree (Prunus persica), native to China and now widely cultivated throughout temperate regions, having pink flowers and edible fruit.","Uma árvore (Prunus persica), nativa da China e agora amplamente cultivada em regiões temperadas, com flores rosas e frutos comestíveis.","","",needs_enrichment
3185,peanut,amendoim,B2,noun,"A legume resembling a nut, the fruit of the plant Arachis hypogaea.","Um legume que se assemelha a uma noz, o fruto da planta Arachis hypogaea.","","",needs_enrichment
3186,pear,pera,B2,noun,"An edible fruit produced by the pear tree, similar to an apple but elongated towards the stem.","Uma fruta comestível produzida pela pereira, semelhante a uma maçã, mas alongada em direção ao caule.","","",needs_enrichment
3187,pearl,pérola,B2,noun,"A shelly concretion, usually rounded, and having a brilliant luster, with varying tints, found in the mantle, or between the mantle and shell, of certain bivalve mollusks, especially in the pearl oysters and river mussels, and sometimes in certain univalves. It is usually due to a secretion of shelly substance around some irritating foreign particle. Its substance is the same as nacre, or mother-of-pearl. Round lustrous pearls are used in jewellery.","Uma concreção de concha, geralmente arredondada, e com um brilho brilhante, com tons variados, encontrada no manto, ou entre o manto e a concha, de certos moluscos bivalves, especialmente nas ostras pérolas e mexilhões de água doce, e às vezes em certos univalves. Geralmente é devido a uma secreção de substância de concha em torno de algum partícula irritante estrangeira. Sua substância é a mesma que a nácar, ou madre-pérola. Pérolas redondas e lustrosas são usadas em joalheria.","","",needs_enrichment
3188,pecan,noz,B2,noun,"A deciduous tree, Carya illinoinensis, of the central and southern United States, having deeply furrowed bark, pinnately compound leaves, and edible nuts.","Uma árvore decídua, Carya illinoinensis, do centro e sul dos Estados Unidos, com casca profundamente sulcada, folhas compostas pinadas e nozes comestíveis.","","",needs_enrichment
3192,peel,descascar; casca,B2,noun,"(usually uncountable) The skin or outer layer of a fruit, vegetable, etc.",a casca,"","",needs_enrichment
3196,penny,moeda de um centavo,B2,noun,"In the United Kingdom and Ireland, a copper coin worth 1/240 of a pound sterling or Irish pound before decimalisation. Abbreviation: d.","No Reino Unido e na Irlanda, uma moeda de cobre que valia 1/240 de uma libra esterlina ou libra irlandesa antes da decimalização. Abreviação: d.","","",needs_enrichment
3202,percent,por cento,B2,noun,"A percentage, a proportion (especially per hundred).","Uma porcentagem, uma proporção (especialmente por cento).","","",needs_enrichment
3203,perception,percepção,B2,noun,"The organisation, identification and interpretation of sensory information.","A organização, identificação e interpretação das informações sensoriais.","","",needs_enrichment
3217,perspective,perspectiva,B2,noun,"A view, vista or outlook.","Uma vista, panorama ou perspectiva.","","",needs_enrichment
3218,persuade,"persuadir, convencer",B2,verb,"To successfully convince (someone) to agree to, accept, or do something, usually through reasoning and verbal influence.","Convencer alguém a concordar, aceitar ou fazer algo, geralmente por meio de raciocínio e influência verbal.","","",needs_enrichment
3222,phase,fase,B2,,,,The company is currently going through a critical phase of restructuring.,A empresa está passando por uma fase crítica de reestruturação atuais.,needs_enrichment
3224,phone,fone,B2,noun,"A device for transmitting conversations and other sounds in real time across distances, now often a small portable unit also capable of running software etc.","Um dispositivo para transmitir conversas e outros sons em tempo real através de distâncias, agora frequentemente uma pequena unidade portátil também capaz de rodar software etc.","","",needs_enrichment
3227,physical,"físico, material, corporal",B2,noun,Physical examination.,Exame físico.,"","",needs_enrichment
3229,physics,física,B2,noun,"A medicine or drug, especially a cathartic or purgative.","Um remédio ou droga, especialmente um catártico ou purgante.","","",needs_enrichment
3230,piano,piano,B2,noun,"A percussive keyboard musical instrument, usually ranging over seven octaves, with white and black colored keys, played by pressing these keys, causing hammers to strike strings","Um instrumento musical de teclado percussivo, geralmente abrangendo sete oitavas, com teclas brancas e pretas, tocado ao pressionar essas teclas, fazendo com que martelos atinjam cordas.","","",needs_enrichment
3232,picnic,piquenique,B2,noun,"An informal social gathering, usually in a natural outdoor setting, to which the participants bring their own food and drink.","Um encontro social informal, geralmente em um ambiente natural ao ar livre, onde os participantes trazem sua própria comida e bebida.","","",needs_enrichment
3233,picture,"quadro, figura, retrato, filme",B2,noun,"A representation of anything (as a person, a landscape, a building) upon canvas, paper, or other surface, by drawing, painting, printing, photography, etc.","Uma representação de qualquer coisa (como uma pessoa, uma paisagem, um edifício) em tela, papel ou outra superfície, por meio de desenho, pintura, impressão, fotografia, etc.","","",needs_enrichment
3235,piece,"pedaço, parte",B2,noun,"A part of a larger whole, usually in such a form that it is able to be separated from other parts.","Uma parte de um todo maior, geralmente em uma forma que pode ser separada de outras partes.","","",needs_enrichment
3240,pigeon,pombo,B2,noun,"One of several birds of the family Columbidae, which consists of more than 300 species.","Uma das várias aves da família Columbidae, que consiste em mais de 300 espécies.","","",needs_enrichment
3242,pill,"pílula, comprimido",B2,noun,"A small, usually round or cylindrical object designed for easy swallowing, usually containing some sort of medication.","Um pequeno objeto, geralmente redondo ou cilíndrico, projetado para ser engolido facilmente, geralmente contendo algum tipo de medicamento.","","",needs_enrichment
3247,pineapple,abacaxi,B2,noun,"A tropical plant, Ananas comosus, native to South America, having thirty or more long, spined and pointed leaves surrounding a thick stem.","Uma planta tropical, Ananas comosus, nativa da América do Sul, com trinta ou mais folhas longas, espinhosas e pontudas ao redor de um tronco grosso.","","",needs_enrichment
3248,pink,cor-de-rosa,B2,noun,"The common minnow, Phoxinus phoxinus.","O minnow comum, Phoxinus phoxinus.","","",needs_enrichment
3249,pint,medida de volume igual a um oitavo de,B2,noun,"A unit of volume, equivalent to:","Uma unidade de volume, equivalente a:","","",needs_enrichment
3250,pioneer,"pioneiro, desbravador",B2,noun,"One who goes before, as into the wilderness, preparing the way for others to follow.","Aquele que vai à frente, como em um deserto, preparando o caminho para que outros o sigam.","","",needs_enrichment
3256,pizza,pizza,B2,noun,"A baked Italian dish of a thinly rolled bread dough crust typically topped before baking with tomato sauce, cheese and other ingredients such as meat, vegetables or fruit","Uma prato italiano assado de uma crosta de massa de pão finamente enrolada, tipicamente coberta antes de assar com molho de tomate, queijo e outros ingredientes como carne, vegetais ou frutas.","","",needs_enrichment
3260,planet,planeta,B2,noun,"Each of the seven major bodies which move relative to the fixed stars in the night sky—the Moon, Mercury, Venus, the Sun, Mars, Jupiter and Saturn.","Cada um dos sete corpos principais que se movem em relação às estrelas fixas no céu noturno— a Lua, Mercúrio, Vênus, o Sol, Marte, Júpiter e Saturno.","","",needs_enrichment
3263,plastic,plástico,B2,noun,"A synthetic, solid, hydrocarbon-based polymer, whether thermoplastic or thermosetting.","Um polímero sintético, sólido, à base de hidrocarbonetos, seja termoplástico ou termoendurecível.","","",needs_enrichment
3275,pliers,alicate,B2,noun,"A pincer-like gripping tool that multiplies the strength of the user's hand, often used for bending things.","Uma ferramenta de agarre em forma de pinça que multiplica a força da mão do usuário, frequentemente usada para dobrar objetos.","","",needs_enrichment
3281,plumbing,"encanamento, tubulação",B2,noun,"The pipes, together with the joints, tanks, stopcocks, taps and other fixtures of a water, gas or sewage system in a house or other building.","Os canos, juntamente com as juntas, tanques, registros, torneiras e outros acessórios de um sistema de água, gás ou esgoto em uma casa ou outro edifício.","","",needs_enrichment
3285,p. m. (post,piːɛm (poʊst,B2,,,,I usually finish my work by 5 p. m. (post) to have some time for myself before dinner.,Geralmente termino o meu trabalho às 5 p. m. (das) para ter algum tempo para mim mesmo antes de jantar.,needs_enrichment
3286,pneumonia,pneumonia,B2,noun,"An acute or chronic inflammation of the lungs caused by viruses, bacteria or other microorganisms, or sometimes by physical or chemical irritants.","Uma inflamação aguda ou crônica dos pulmões causada por vírus, bactérias ou outros microrganismos, ou às vezes por irritantes físicos ou químicos.","","",needs_enrichment
3287,pocket,bolso,B2,noun,"A bag stitched to an item of clothing, used for carrying small items.","Um bolso costurado em uma peça de roupa, usado para carregar pequenos itens.","","",needs_enrichment
3295,poker face,cara de pau,B2,noun,"An impassive facial expression cultivated to prevent other players from determining whether one's actions in the game are the result of a quality hand, or of bluffing.",,She tried to keep a poker face when her friend asked if she had eaten the last cookie.,Ela tentou manter um rosto neutro quando seu amigo perguntou se ela havia comido o último biscoito.,needs_enrichment
3298,police station,delegacia de polícia,B2,noun,"A building serving as the headquarters of a branch of the police force, and sometimes as a temporary place of confinement for offenders.",,She went to the police station to report a stolen bicycle.,Ela foi à delegacia de polícia para relatar um bicicleta roubada.,needs_enrichment
3308,poor,pobre,B2,noun,"(with ""the"") Those who have little or no possessions or money, taken as a group.","Os que têm poucos ou nenhum posses ou dinheiro, considerados como um grupo.","","",needs_enrichment
3313,portch,porch,B2,noun,"A covered and enclosed entrance to a building, whether taken from the interior, and forming a sort of vestibule within the main wall, or projecting without and with a separate roof.","Uma entrada coberta e fechada de um edifício, seja acessada pelo interior, formando uma espécie de vestíbulo dentro da parede principal, ou projetando-se para fora e com um telhado separado.","","","needs_enrichment,dict_en_404"
3316,portable,portátil,B2,noun,"A portable building used for temporary purposes, particularly:","Um edifício portátil usado para fins temporários, particularmente:","","",needs_enrichment
3321,portugal,Portugal,B2,adjective,,,She is planning to visit her family in Portugal next summer.,Ela planeja visitar sua família em Portugal no próximo verão.,"needs_enrichment,dict_en_404"
3322,portuguese,português,B2,adjective,,,My wife is teaching me some Portuguese phrases to help her with her family's trip to Portugal next month.,Minha esposa está ensinando-me algumas frases portuguesas para ajudá-la na viagem da família ao Portugal no próximo mês.,needs_enrichment
3327,possession,"posse, possessão, propriedade",B2,noun,Control or occupancy of something for which one does not necessarily have private property rights.,Controle ou ocupação de algo para o qual não se tem necessariamente direitos de propriedade privada.,"","",needs_enrichment
3332,postar,po:ʊst ɑ:f ɪs,B2,,,,"","","needs_enrichment,dict_en_404"
3335,potato,batata,B2,noun,"The tuber of a plant, Solanum tuberosum, eaten as a starchy vegetable, particularly in the Americas and Europe; this plant.","O tubérculo de uma planta, Solanum tuberosum, consumido como um vegetal rico em amido, especialmente nas Américas e na Europa; esta planta.","","",needs_enrichment
3336,potential,"potencial, possível",B2,noun,Currently unrealized ability (with the most common adposition being to),"Atualmente, habilidade não realizada (com a preposição mais comum sendo ""para"")","","",needs_enrichment
3346,prayer,"oração, prece, reza",B2,noun,A practice of communicating with one's God.,Uma prática de se comunicar com o seu Deus.,"","",needs_enrichment
3348,preacher,"pregador, religioso",B2,noun,"Someone who preaches a worldview, philosophy or religion, especially someone who preaches the gospel; a clergyman.","Alguém que prega uma visão de mundo, filosofia ou religião, especialmente alguém que prega o evangelho; um clérigo.","","",needs_enrichment
