id,english,portuguese,level,word_type,example_en,example_pt,missing_example_en,missing_example_pt
1645,essay,"ensaio; prova; ensaiar, tentar",A2,noun,,,True,True
1648,establishment,estabelecimento; instituição,A2,noun,,,True,True
1649,estate,"bem, propriedade",A2,noun,,,True,True
1650,estimate,ɛstəmeɪt,A2,noun,,,True,True
1651,etc. (et cetera),"etc., e as demais coisas",A2,,,,True,True
1652,eternal,eterno,A2,noun,,,True,True
1653,eternity,eternidade,A2,noun,,,True,True
1654,ethical,ético,A2,noun,,,True,True
1655,ethics,ética,A2,noun,,,True,True
1656,ethnic,étnico,A2,noun,,,True,True
1657,etiquette,"etiqueta, protocolo",A2,noun,,,True,True
1659,europe,Europa,A2,,,,True,True
1660,european,europeu,A2,adjective,,,True,True
1661,evacuate,"evacuar, descarregar, desocupar",A2,verb,,,True,True
1663,evaluation,"avaliação, estimativa",A2,noun,,,True,True
1664,eve,véspera,A2,noun,,,True,True
1665,even,"mesmo, ainda; par; plano, liso",A2,noun,,,True,True
1666,evening,tarde [fim]; noite,A2,noun,,,True,True
1667,event,evento,A2,noun,,,True,True
1675,everything,"tudo, todas as coisas",A2,pronoun,,,True,True
1676,everywhere,em qualquer lugar,A2,adverb,,,True,True
1677,evict,"desapropriar, despejar, expulsar",A2,verb,,,True,True
1678,evidence,evidência,A2,noun,,,True,True
1679,evident,"evidente, aparente",A2,adjective,,,True,True
1680,evil,"mal, maldade; mau",A2,noun,,,True,True
1681,ewe,ovelha,A2,noun,,,True,True
1682,exact,exato,A2,verb,,,True,True
1683,exactly,exatamente,A2,adverb,,,True,True
1684,exaggerate,exagerar,A2,verb,,,True,True
1685,exalted,exagerado,A2,verb,,,True,True
1686,exam,exame,A2,noun,,,True,True
1687,examination,exame,A2,noun,,,True,True
1688,examine,examinar,A2,verb,,,True,True
1689,example,exemplo,A2,noun,,,True,True
1690,exceed,exceder,A2,verb,,,True,True
1691,excellent,excelente,A2,adjective,,,True,True
1692,except,exceto,A2,verb,,,True,True
1693,exception,exceção,A2,noun,,,True,True
1694,excess,excesso,A2,noun,,,True,True
1695,exchange,trocar; troca,A2,noun,,,True,True
1696,excite,"excitar, estimular",A2,verb,,,True,True
1697,exclaim,exclamar,A2,noun,,,True,True
1698,exclude,excluir,A2,verb,,,True,True
1699,exclusive,exclusivo,A2,noun,,,True,True
1700,excursion,"excursão, viagem de recreio",A2,noun,,,True,True
1701,excuse,ɪkskiu:z,A2,noun,,,True,True
1702,execute,executar,A2,verb,,,True,True
1703,executive,executivo,A2,noun,,,True,True
1704,exercise,exercício; exercitar; exercer,A2,noun,,,True,True
1705,exhale,exalar,A2,noun,,,True,True
1706,exhaust,exausto,A2,noun,,,True,True
1707,exhibit,exibir,A2,noun,,,True,True
1708,exhibition,"exibição, mostra",A2,noun,,,True,True
1709,exile,"exilar, banir; exílio",A2,noun,,,True,True
1710,exist,existir,A2,verb,,,True,True
1711,existence,existência,A2,noun,,,True,True
1712,exit,saída,A2,noun,,,True,True
1713,expand,expandir,A2,verb,,,True,True
1714,expect,esperar,A2,verb,,,True,True
1715,expectation,"expectativa, ânsia",A2,noun,,,True,True
1716,expedition,expedição,A2,noun,,,True,True
1717,expel,"expulsar, expelir",A2,verb,,,True,True
1718,expense,"custo, gasto",A2,noun,,,True,True
1719,expensive,caro,A2,adjective,,,True,True
1720,experience,experiência,A2,noun,,,True,True
1721,experiment,experimento; fazer experimento,A2,noun,,,True,True
1722,expert,"perito, hábil",A2,noun,,,True,True
1723,expire,"expirar, terminar o prazo; expelir o ar",A2,verb,,,True,True
1724,expiration,"término, fim, expiração",A2,noun,,,True,True
1725,explain,explicar,A2,verb,,,True,True
1726,explanation,"explicação, explanação",A2,noun,,,True,True
1727,explode,explodir,A2,verb,,,True,True
1728,explosion,explosão,A2,noun,,,True,True
1729,exploit,ɪksploɪt,A2,noun,,,True,True
1730,explore,explorar,A2,noun,,,True,True
1731,export,ɛkspoʊrt,A2,noun,,,True,True
1733,expose,"expor, exibir, apresentar",A2,verb,,,True,True
1734,express,"expressar, exprimir; expresso, claro",A2,noun,,,True,True
1735,expression,expressão,A2,noun,,,True,True
1736,expressway,via expressa,A2,noun,,,True,True
1737,exquisite,"refinado, fino",A2,noun,,,True,True
1738,extend,"estender, expandir",A2,verb,,,True,True
1739,extension,"extensão, expansão",A2,noun,,,True,True
1740,extensive,extensivo; completo,A2,adjective,,,True,True
1741,extent,"extensão, dimensão, tamanho",A2,noun,,,True,True
1742,external,externo,A2,noun,,,True,True
1743,extinct,extinto,A2,verb,,,True,True
1744,extinguisher,extintor de incêndio,A2,noun,,,True,True
1745,extra,extra,A2,noun,,,True,True
1746,large,extra grande [tamanho],A2,noun,,,True,True
1747,extract,ɪkstrækt,A2,noun,,,True,True
1748,extraordinary,extraordinário,A2,noun,,,True,True
1749,extreme,extremo,A2,noun,,,True,True
1750,extremely,extremamente,A2,adverb,,,True,True
1751,eye,olho,A2,noun,,,True,True
1752,eyebrow,"sobrancelha, supercílio",A2,noun,,,True,True
1753,eyelash,"cílio, pestana",A2,noun,,,True,True
1755,eyesore,"coisa desagradável ao olhar, objeto de",A2,noun,,,True,True
1756,eyewitness,testemunha ocular,A2,noun,,,True,True
1757,letra f,Pronúncia,A2,,,,True,True
1758,fable,"fábula, lenda",A2,noun,,,True,True
1759,fabric,tecido,A2,noun,,,True,True
1760,fabricate,fabricar,A2,verb,,,True,True
1762,facility,instalação; facilidade,A2,noun,,,True,True
1763,fact,"fato, acontecimento",A2,noun,,,True,True
1764,faction,facção,A2,noun,,,True,True
1765,factor,fator,A2,noun,,,True,True
1766,factory,fábrica,A2,noun,,,True,True
1767,fade,"desbotar, perder o brilho",A2,noun,,,True,True
1768,fahrenheit,escala de temperatura usual nos Estados,A2,,,,True,True
1769,fail,"falhar, desapontar, fracassar",A2,noun,,,True,True
1770,failure,"falha, fracasso",A2,noun,,,True,True
1771,faint,"desmaio; fraco, abatido; desmaiar",A2,noun,,,True,True
1772,fair,"justo, na média; limpo [tempo]; feira, exposição,",A2,noun,,,True,True
1774,fairly,"justamente, claramente",A2,adverb,,,True,True
1775,fairy,fada,A2,noun,,,True,True
1776,faith,fé,A2,noun,,,True,True
1777,faithful,fiel,A2,noun,,,True,True
1778,fake,"falsificação, adulteração; falsificar, adulterar",A2,noun,,,True,True
1779,fall,cair; queda; outono,A2,noun,,,True,True
1780,fallen,particípio passado de fall,A2,verb,,,True,True
1781,false,falso,A2,noun,,,True,True
1782,fame,fama,A2,noun,,,True,True
1783,familiar,familiar,A2,noun,,,True,True
1784,family,família,A2,noun,,,True,True
1785,famine,"escassez, fome",A2,noun,,,True,True
1786,famous,famoso,A2,verb,,,True,True
1787,fan,"ventilador, ventoinha; fã, admirador [de fanatic]",A2,noun,,,True,True
1788,fanatic,fanático,A2,noun,,,True,True
1789,fancy,"elaborado, chique, de qualidade especial;",A2,noun,,,True,True
1790,fantastic,fantástico,A2,noun,,,True,True
1791,far,"longe, distante",A2,adjective,,,True,True
1792,faraway,"longínquo, muito distante",A2,adjective,,,True,True
1793,fare,tarifa,A2,noun,,,True,True
1794,farewell,"adeus, felicidades",A2,noun,,,True,True
1795,farm,fazenda; sítio,A2,noun,,,True,True
1796,farther,mais longe,A2,verb,,,True,True
1797,fashion,"moda, estilo",A2,noun,,,True,True
1798,fashionable,na moda,A2,noun,,,True,True
1799,fast,"rápido; adiantado; jejuar, jejum",A2,noun,,,True,True
1800,fasten,"apertar, prender",A2,verb,,,True,True
1801,fat,gordo; gordura,A2,noun,,,True,True
1802,fatal,fatal,A2,noun,,,True,True
1803,fate,"destino, sina",A2,noun,,,True,True
1804,father,pai,A2,noun,,,True,True
1806,faucet,"torneira, bica",A2,noun,,,True,True
1807,fault,"falha, defeito",A2,noun,,,True,True
1808,favor,favor,A2,noun,,,True,True
1809,favorable,favorável,A2,adjective,,,True,True
1810,favorite,"favorito, preferido",A2,noun,,,True,True
1811,fear,"medo, temor, pavor; temer, recear",A2,noun,,,True,True
1812,feast,banquete; festa; festival religioso,A2,noun,,,True,True
1816,fed,passado e particípio passado de feed,A2,noun,,,True,True
1817,federal,federal,A2,noun,,,True,True
1818,fee,"pagamento, matrícula, taxa",A2,noun,,,True,True
1819,feeble,fraco,A2,verb,,,True,True
1820,feed,alimentar,A2,noun,,,True,True
1821,feel,sentir,A2,verb,,,True,True
1822,feeling,sentimento,A2,verb,,,True,True
1823,feet,plural de foot,A2,noun,,,True,True
1824,fell,"passado de fall; cortar, derrubar, abater",A2,noun,,,True,True
1825,fellow,companheiro; sujeito,A2,noun,,,True,True
1826,fellowship,"companheirismo, coleguismo; bolsa de estudo",A2,noun,,,True,True
1827,felony,para lecionar ou pesquisar em universidade,A2,noun,,,True,True
1828,felt,passado e particípio passado de feel,A2,verb,,,True,True
1829,female,fêmea,A2,noun,,,True,True
1830,feminine,feminino,A2,noun,,,True,True
1831,fence,"cerca, grade",A2,noun,,,True,True
1832,ferry,balsa; transportar por balsa,A2,noun,,,True,True
1833,fertile,"fértil, produtivo",A2,adjective,,,True,True
1834,fertility,fertilidade,A2,noun,,,True,True
1835,festival,festival,A2,noun,,,True,True
1836,fetch,"ir buscar, trazer",A2,noun,,,True,True
1837,fever,febre,A2,noun,,,True,True
1838,few,poucos,A2,determiner,,,True,True
1839,fiber,fibra,A2,noun,,,True,True
1840,fiberglass,fibra de vidro,A2,noun,,,True,True
1841,fiction,ficção,A2,noun,,,True,True
1842,field,campo,A2,noun,,,True,True
1843,fierce,"feroz, violento, furioso",A2,adjective,,,True,True
1844,fifteen,quinze,A2,numeral,,,True,True
1845,fifteenth,décimo quinto,A2,noun,,,True,True
1846,fifth,quinto,A2,noun,,,True,True
1847,fifty,cinquenta,A2,noun,,,True,True
1848,fig,figo,A2,noun,,,True,True
1849,fight,"lutar, combater",A2,verb,,,True,True
1850,figure,figura; algarismo; gráfico; calcular,A2,noun,,,True,True
1851,figurehead,testa de ferro,A2,noun,,,True,True
1852,file,arquivo; pasta,A2,noun,,,True,True
1853,fill,preencher,A2,verb,,,True,True
1854,film,"filme, película; filmar",A2,noun,,,True,True
1855,filter,filtro; filtrar,A2,noun,,,True,True
1856,final,final,A2,noun,,,True,True
1857,finance,finanças [ciência],A2,noun,,,True,True
1858,financial,financeiro,A2,adjective,,,True,True
1859,find,achar,A2,verb,,,True,True
1860,fine,"bonito, fino; multa, penalidade",A2,noun,,,True,True
1861,finger,dedo,A2,noun,,,True,True
1862,fingerprint,impressão digital,A2,noun,,,True,True
1863,finish,terminar,A2,noun,,,True,True
1864,fire,"fogo, incêndio; fogueira; disparar [arma]; demitir",A2,noun,,,True,True
1865,fire station,posto de bombeiros,A2,noun,,,True,True
1866,firearm,arma de fogo,A2,noun,,,True,True
1867,firecracker,"bombinha, tipo de fogo de artifício",A2,noun,,,True,True
1868,firefighter,bombeiro,A2,noun,,,True,True
1869,fireman,bombeiro,A2,noun,,,True,True
1870,fireplace,lareira,A2,noun,,,True,True
1871,fireproof,à prova de fogo,A2,verb,,,True,True
1872,fireworks,fogos de artifício,A2,noun,,,True,True
1873,firm,"firma, empresa; firme",A2,noun,,,True,True
1874,first,primeiro,A2,noun,,,True,True
1875,first aid,primeiros socorros,A2,noun,,,True,True
1876,firsthand,de primeira mão,A2,adjective,,,True,True
1877,first-rate,de primeira qualidade,A2,noun,,,True,True
1878,fiscal,"fiscal, tributário",A2,noun,,,True,True
1879,fish,peixe; peixes; pescar,A2,noun,,,True,True
1880,fishes,peixes [diferentes espécies],A2,noun,,,True,True
1881,fist,punho,A2,noun,,,True,True
1882,fit,"adequado; caber, servir, ajustar",A2,noun,,,True,True
1883,fitness,aptidão; competência,A2,noun,,,True,True
1884,fitting,"ajustamento, encaixe",A2,verb,,,True,True
1885,five,cinco,A2,noun,,,True,True
1886,fix,"fixar; arrumar, consertar; preparar",A2,noun,,,True,True
1887,flag,bandeira,A2,noun,,,True,True
1888,flake,floco,A2,noun,,,True,True
1889,flame,chama,A2,noun,,,True,True
1890,flap,"aba, borda, saliência; oscilar, agitar",A2,,,,True,True
1891,flare,"flamejar, chamejar; sinal luminoso, chama,",A2,noun,,,True,True
1893,flashlight,repentinamente,A2,noun,,,True,True
1895,flatter,"agradar, elogiar",A2,adjective,,,True,True
1896,flavor,"sabor, gosto, aroma",A2,noun,,,True,True
1897,flaw,"falha, fenda, rachadura",A2,noun,,,True,True
1898,flee,fugir,A2,verb,,,True,True
1899,fleece,material térmico para confecção de roupas,A2,noun,,,True,True
1900,fleet,frota,A2,noun,,,True,True
1901,flesh,carne humana,A2,noun,,,True,True
1902,flew,passado de fly,A2,noun,,,True,True
1903,flexible,flexível,A2,noun,,,True,True
1904,flicker,queimar ou brilhar oscilando; luz ou chama,A2,noun,,,True,True
1906,flighty,"avoado, irresponsável",A2,adjective,,,True,True
1907,fling,"arremessar, lançar; arremesso, lance; folga,",A2,noun,,,True,True
1909,float,flutuar; flutuador,A2,noun,,,True,True
1910,flock,"bando, rebanho",A2,noun,,,True,True
1911,flood,"enchente, inundação, dilúvio; inundar",A2,noun,,,True,True
1912,floor,assoalho; piso,A2,noun,,,True,True
1913,floral,floral,A2,noun,,,True,True
1914,florist,florista,A2,noun,,,True,True
1915,flour,farinha,A2,noun,,,True,True
1916,flourish,"florescer, prosperar",A2,noun,,,True,True
1917,flow,fluir; fluxo,A2,noun,,,True,True
1918,flower,flor,A2,noun,,,True,True
1920,flown,particípio passado de fly,A2,adjective,,,True,True
1921,flu,gripe,A2,noun,,,True,True
1922,fluid,fluido,A2,noun,,,True,True
1923,flush,"rubor; ruborizar; corado; dar a descarga, lavar;",A2,noun,,,True,True
1926,fly,voar; mosca,A2,noun,,,True,True
1927,flying,voador,A2,verb,,,True,True
1928,foam,espuma; espumar,A2,noun,,,True,True
1929,focus,"focar, concentrar-se; foco",A2,noun,,,True,True
1930,foe,"inimigo, adversário",A2,noun,,,True,True
1931,fog,nevoeiro; neblina,A2,noun,,,True,True
1932,foggy,nebuloso,A2,adjective,,,True,True
1933,fold,dobrar; dobra,A2,noun,,,True,True
1934,folder,folheto; pasta [informática],A2,noun,,,True,True
1935,folding,"dobrável, flexível",A2,verb,,,True,True
1936,foliage,folhagem,A2,noun,,,True,True
1937,folk,"povo, gente; folclórico, popular",A2,noun,,,True,True
1938,follow,seguir,A2,verb,,,True,True
1939,following,seguinte,A2,verb,,,True,True
1940,folly,"loucura, insensatez",A2,noun,,,True,True
1942,food,comida,A2,noun,,,True,True
1943,processor,processador de alimentos,A2,noun,,,True,True
1944,food stamp,vale-alimentação,A2,noun,,,True,True
1945,fool,"bobo, tolo",A2,noun,,,True,True
1946,foolish,"tolice, asneira",A2,adjective,,,True,True
1947,foot,pé,A2,noun,,,True,True
1948,football,futebol americano,A2,noun,,,True,True
1949,footnote,nota de rodapé,A2,noun,,,True,True
1950,footprint,"pegada, rastro, vestígio; área preenchida",A2,noun,,,True,True
1951,for,"para, por; durante; a favor",A2,preposition,,,True,True
1952,forbad,passado de forbid,A2,verb,,,True,True
1953,forbade,fərbeɪd,A2,verb,,,True,True
1954,forbid,proibir,A2,verb,,,True,True
1955,forbidden,particípio passado de forbid,A2,verb,,,True,True
1956,fors,force,A2,noun,,,True,True
1957,fore,frente; dianteiro,A2,noun,,,True,True
1969,forget,esquecer,A2,verb,,,True,True
1970,forgive,perdoar,A2,verb,,,True,True
1971,forgiven,particípio passado de forgive,A2,verb,,,True,True
1972,forgo,"renunciar, desistir, abrir mão",A2,verb,,,True,True
1973,forgot,passado de forget,A2,verb,,,True,True
1974,forgotten,particípio passado de forget,A2,verb,,,True,True
1975,fork,garfo,A2,noun,,,True,True
1976,form,"forma; formulário, ficha",A2,noun,,,True,True
1977,formal,formal,A2,noun,,,True,True
1978,former,"anterior, ex-, precedente",A2,adjective,,,True,True
1979,formidable,formula,A2,adjective,,,True,True
1980,forsake,"desistir de, abandonar",A2,verb,,,True,True
1981,fort,"forte, fortificação",A2,noun,,,True,True
1982,forth,"adiante, para frente",A2,adverb,,,True,True
1983,fortune,fortuna,A2,noun,,,True,True
1984,forty,quarenta,A2,noun,,,True,True
1985,forward,para frente; dianteiro; encaminhar,A2,noun,,,True,True
1986,foster,"promover; encorajar; de criação [filho, etc.]",A2,noun,,,True,True
1987,fought,passado e particípio passado de fight,A2,verb,,,True,True
1988,foul,"desagradável; muito mal; sujo, imundo; falta,",A2,adjective,,,True,True
1989,found,passado e particípio passado de find; fundar,A2,verb,,,True,True
1990,foundation,fundação,A2,noun,,,True,True
1991,founder,fundador,A2,noun,,,True,True
1992,fountain,"fonte, chafariz, nascente",A2,noun,,,True,True
1993,four,quatro,A2,noun,,,True,True
1994,fourteen,"quatorze, catorze",A2,numeral,,,True,True
1995,fourteenth,décimo quarto,A2,noun,,,True,True
1996,fourth,quarto,A2,noun,,,True,True
1997,fowl,ave; caça,A2,noun,,,True,True
1998,fox,raposa,A2,noun,,,True,True
1999,foxy,"esperto, astuto",A2,adjective,,,True,True
2000,fraction,fração,A2,noun,,,True,True
2001,fracture,fratura,A2,noun,,,True,True
2003,fragment,fragmento; frægmɛ,A2,noun,,,True,True
2004,fragrance,fragrância,A2,noun,,,True,True
2005,frail,"frágil, quebradiço",A2,noun,,,True,True
2006,frailty,"fragilidade, fraqueza",A2,noun,,,True,True
2007,frame,"quadro, moldura; estrutura; formar, modelar,",A2,noun,,,True,True
2008,framework,compor,A2,noun,,,True,True
2009,france,França,A2,noun,,,True,True
2010,french,francês,A2,verb,,,True,True
2011,frank,"franco, honesto",A2,noun,,,True,True
2012,frantic,"frenético, excitado, desvairado",A2,noun,,,True,True
2013,fraud,"fraude, engano, trapaça",A2,noun,,,True,True
2014,free,"livre, independente, isento",A2,noun,,,True,True
2015,freedom,"liberdade, independência",A2,noun,,,True,True
2016,freeway,autoestrada,A2,noun,,,True,True
2017,freeze,congelar,A2,verb,,,True,True
2018,freezer,refrigerador,A2,noun,,,True,True
2019,freezing,"extremamente frio, congelado",A2,verb,,,True,True
2020,freight,"frete, carga",A2,noun,,,True,True
2021,frenzy,"frenesi, exaltação, loucura",A2,noun,,,True,True
2023,fresh,"fresco, novo",A2,noun,,,True,True
2024,freshman,calouro,A2,noun,,,True,True
2026,fried,frito,A2,adjective,,,True,True
2027,friend,amigo,A2,noun,,,True,True
2028,fries,fritas [batatas],A2,noun,,,True,True
2029,fright,"terror, pavor",B1,noun,,,True,True
2030,frightening,"horrível, assustador",B1,verb,,,True,True
2031,fringe,"franja, orla, borda",B1,noun,,,True,True
2032,frog,rã,B1,noun,,,True,True
2033,from,"de [proveniência, origem]",B1,preposition,,,True,True
2034,front,"frente, dianteira; fachada",B1,noun,,,True,True
2035,front desk,recepção,B1,noun,,,True,True
2036,frontal,"anterior, dianteiro",B1,noun,,,True,True
2037,frontier,fronteira,B1,noun,,,True,True
2038,frost,congelamento; geada,B1,noun,,,True,True
2039,frostbite,ulceração produzida pelo frio,B1,noun,,,True,True
2041,frown,"franzir as sobrancelhas, fechar a cara",B1,noun,,,True,True
2042,froze,passado de freeze,B1,verb,,,True,True
2043,frozen,particípio passado de freeze,B1,verb,,,True,True
2044,fruit,fruta; fruto,B1,noun,,,True,True
2045,frustrate,frustrar,B1,verb,,,True,True
2046,fry,fritar,B1,noun,,,True,True
2047,fuel,combustível; abastecer,B1,noun,,,True,True
2048,fugitive,fugitivo,B1,noun,,,True,True
2049,fulfill,"cumprir, preencher, realizar",B1,verb,,,True,True
2050,full,"cheio, pleno, repleto",B1,adjective,,,True,True
2051,fumble,manusear desajeitadamente,B1,noun,,,True,True
2052,fume,"defumar, exalar gás",B1,noun,,,True,True
2053,fun,"diversão, prazer, divertimento; divertido",B1,noun,,,True,True
2054,function,função; funcionar,B1,noun,,,True,True
2055,fund,fundo [finanças],B1,noun,,,True,True
2056,funeral,"funeral, enterro",B1,noun,,,True,True
2057,funny,"engraçado, divertido, cômico",B1,noun,,,True,True
2058,fur,pele [animal],B1,noun,,,True,True
2059,furious,furioso,B1,adjective,,,True,True
2060,furnace,"fornalha, forno",B1,noun,,,True,True
2061,furnish,mobiliar,B1,noun,,,True,True
2062,furniture,"móvel, mobília",B1,noun,,,True,True
2063,further,mais longe; mais detalhado,B1,verb,,,True,True
2064,fury,"fúria, raiva",B1,noun,,,True,True
2065,fuse,"fusível; fundir, derreter",B1,noun,,,True,True
2067,futile,fútil,B1,adjective,,,True,True
2068,future,futuro,B1,noun,,,True,True
2069,letra g,Pronúncia,B1,,,,True,True
2070,gadget,"dispositivo, invento, engenhoca",B1,noun,,,True,True
2071,gain,"ganhar, obter; ganho",B1,noun,,,True,True
2072,gallery,galeria,B1,noun,,,True,True
2073,gallon,"galão unidade de volume, cerca de 3,8",B1,noun,,,True,True
2074,gamble,apostar; aposta,B1,noun,,,True,True
2075,game,jogo,B1,noun,,,True,True
2076,gang,gangue; grupo,B1,verb,,,True,True
2077,gap,"brecha, abertura, fenda, intervalo",B1,noun,,,True,True
2078,garage,"garagem, oficina",B1,noun,,,True,True
2079,garbage,"resto, sobra, lixo",B1,noun,,,True,True
2080,garden,jardim,B1,noun,,,True,True
2081,garlic,alho,B1,noun,,,True,True
2082,garment,"vestuário, peça de roupa",B1,noun,,,True,True
2083,gas,gás; gasolina,B1,noun,,,True,True
2084,gas station,posto de gasolina,B1,noun,,,True,True
2085,gaseous,gasoso,B1,adjective,,,True,True
2086,gasoline,gasolina,B1,noun,,,True,True
2087,gasp,suspiro,B1,noun,,,True,True
2088,gate,portão,B1,noun,,,True,True
2089,gather,"reunir, colher",B1,noun,,,True,True
2090,gave,passado de give,B1,verb,,,True,True
2091,gay,homossexual; alegre significado em,B1,noun,,,True,True
2092,gaze,"fitar, encarar; olhar fixo",B1,noun,,,True,True
2093,gear,"engrenagem, equipamento, acessório",B1,noun,,,True,True
2094,geek,alguém chato e fora de moda,B1,noun,,,True,True
2095,gem,"pedra preciosa, joia, gema",B1,noun,,,True,True
2096,gene,gene,B1,noun,,,True,True
2097,general,geral; general,B1,noun,,,True,True
2098,generate,"gerar, produzir",B1,verb,,,True,True
2099,generation,geração,B1,noun,,,True,True
2100,generous,"generoso, nobre, abundante",B1,adjective,,,True,True
2101,genius,gênio,B1,noun,,,True,True
2102,gentle,gentil,B1,noun,,,True,True
2103,gentleman,cavalheiro,B1,noun,,,True,True
2104,genuine,"genuíno, autêntico, verdadeiro",B1,adjective,,,True,True
2105,geography,geografia,B1,noun,,,True,True
2106,germany,Alemanha,B1,,,,True,True
2107,german,alemão,B1,noun,,,True,True
2108,gesture,"gesto, sinal, mímica",B1,noun,,,True,True
2109,get,"obter, conseguir, ganhar, pegar; entender",B1,verb,,,True,True
2110,ghost,"fantasma, aparição, espírito",B1,noun,,,True,True
2111,giant,gigante,B1,noun,,,True,True
2112,gift,presente; dom,B1,noun,,,True,True
2113,gift certificate,"vale-brinde, vale-compras",B1,noun,,,True,True
2114,gin,gim,B1,noun,,,True,True
2115,ginger,gengibre,B1,noun,,,True,True
2116,giraffe,girafa,B1,noun,,,True,True
2117,girl,"garota, menina, moça",B1,noun,,,True,True
2118,girlfriend,namorada,B1,noun,,,True,True
2119,give,dar,B1,verb,,,True,True
2120,given,particípio passado de give,B1,verb,,,True,True
2121,glance,"relance, olhar rápido",B1,noun,,,True,True
2122,glare,"clarão, brilho",B1,noun,,,True,True
2123,glass,vidro; copo,B1,verb,,,True,True
2124,glasses,óculos,B1,verb,,,True,True
2125,glide,deslizar; deslize,B1,noun,,,True,True
2126,glimpse,"vislumbre, vestígio; vislumbrar",B1,noun,,,True,True
2127,glitter,"brilho, resplendor",B1,noun,,,True,True
2128,global,global,B1,noun,,,True,True
2129,globalize,globalizar; expandir ou operar por todo o,B1,verb,,,True,True
2130,globe,globo,B1,noun,,,True,True
2131,gloom,"escuridão; desânimo, tristeza",B1,noun,,,True,True
2132,glory,glória,B1,noun,,,True,True
2133,glossary,glossário,B1,noun,,,True,True
2134,glove,luva,B1,noun,,,True,True
2135,glow,"incandescência, brilho; rubor",B1,noun,,,True,True
2136,glue,cola; colar,B1,noun,,,True,True
2138,goal,"objetivo, meta; gol [esportes]",B1,noun,,,True,True
2139,god,"deus, divindade; Deus",B1,noun,,,True,True
2140,gold,ouro,B1,noun,,,True,True
2143,gone,particípio passado de go,B1,verb,,,True,True
2144,good,bom,B1,adjective,,,True,True
2145,goodbye,adeus,B1,noun,,,True,True
2146,gorgeous,"belo, deslumbrante, magnífico",B1,adjective,,,True,True
2147,gorilla,gorila,B1,noun,,,True,True
2148,gossip,"fofoca; fofocar, tagarelar",B1,noun,,,True,True
2149,got,passado e particípio passado de get,B1,verb,,,True,True
2150,gotten,também particípio passado de get,B1,verb,,,True,True
2151,govern,"governar, administrar, mandar",B1,noun,,,True,True
2152,government,governo,B1,noun,,,True,True
2153,governor,governador,B1,noun,,,True,True
2154,grab,"agarrar, segurar",B1,noun,,,True,True
2155,grace,"graça, encanto",B1,noun,,,True,True
2156,grade,nota; série,B1,noun,,,True,True
2157,gradual,"gradual, gradativo",B1,noun,,,True,True
2158,graduate,"graduado, formado; formar-se, diplomar-",B1,noun,,,True,True
2161,grand,"grande, principal, ilustre",B1,noun,,,True,True
2162,grandchild,neto ou neta,B1,noun,,,True,True
2163,granddaughter,neta,B1,noun,,,True,True
2164,grandfather,avô,B1,noun,,,True,True
2165,grandmother,avó,B1,noun,,,True,True
2166,grandparent,avô ou avó,B1,verb,,,True,True
2167,grandson,neto,B1,noun,,,True,True
2168,grant,conceder,B1,noun,,,True,True
2169,grape,uva,B1,noun,,,True,True
2170,graph,"gráfico, diagrama",B1,noun,,,True,True
2171,grasp,"segurar firme, agarrar; compreensão,",B1,noun,,,True,True
2173,grateful,"grato, agradecido",B1,adjective,,,True,True
2174,grave,"túmulo, sepultura; sério, pensativo",B1,noun,,,True,True
2175,gravity,"gravidade, seriedade; força gravitacional",B1,noun,,,True,True
2176,gray,"cinzento, cinza",B1,noun,,,True,True
2177,great,"grande, ilustre, ótimo",B1,noun,,,True,True
2178,greece,Grécia,B1,,,,True,True
2179,greek,grego,B1,noun,,,True,True
2180,greed,"ganância, gula, cobiça",B1,noun,,,True,True
2181,green,verde,B1,adjective,,,True,True
2182,greet,"cumprimentar, saudar",B1,verb,,,True,True
2183,greeting,"saudação, cumprimento",B1,verb,,,True,True
2184,grew,passado de grow,B1,verb,,,True,True
2186,grieve,"magoar, fazer sofrer",B1,verb,,,True,True
2187,grilled,grelhado,B1,verb,,,True,True
2188,grind,"moer, triturar; amolar, afiar",B1,noun,,,True,True
2189,grip,empunhar; empunhadura,B1,verb,,,True,True
2190,grocery,"empório, mercearia",B1,noun,,,True,True
2191,groove,encaixe; ranhura; encaixar,B1,noun,,,True,True
2192,ground,chão,B1,noun,,,True,True
2193,group,grupo,B1,noun,,,True,True
2194,grow,crescer,B1,verb,,,True,True
2195,grown,particípio passado de grow,B1,verb,,,True,True
2196,guarantee,"garantia, fiança; garantir",B1,noun,,,True,True
2197,guard,"guarda, vigia; guardar, vigiar",B1,noun,,,True,True
2198,guess,"supor, achar, pensar",B1,verb,,,True,True
2199,guest,"convidado, hóspede",B1,noun,,,True,True
2200,guide,"guiar, liderar; guia, conselheiro",B1,noun,,,True,True
2201,guilt,culpa,B1,noun,,,True,True
2202,guilty,"culpado, criminoso",B1,noun,,,True,True
2203,guitar,violão,B1,noun,,,True,True
2204,gulf,golfo,B1,noun,,,True,True
2205,gum,goma de mascar; gengiva,B1,noun,,,True,True
2206,gun,arma de fogo,B1,noun,,,True,True
2207,guy,"sujeito, cara [gíria]",B1,noun,,,True,True
2208,gymnasium,djɪmneɪziəm,B1,noun,,,True,True
2209,letra h,Pronúncia Tradução,B1,,,,True,True
2210,habit,hábito,B1,noun,,,True,True
