id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
2374,import,ɪmport,importar,B1,noun,"Something brought in from an exterior source, especially for sale or trade.","Algo trazido de uma fonte externa, especialmente para venda ou troca.",,,needs_enrichment
2375,important,ɪmportənt,importante,B1,adjective,Having relevant and crucial value.,Tendo um valor relevante e crucial.,The school trip to the museum is an important part of our social studies curriculum.,O passeio escolar ao museu é uma parte importante do currículo de estudos sociais.,needs_enrichment
2376,impose,ɪmpoʊz,"impor, infligir, penalizar",B1,verb,To establish or apply by authority.,Estabelecer ou aplicar por autoridade.,,,needs_enrichment
2377,impossible,ɪmpɑ:s əbəl,impossível,B1,noun,An impossibility,Uma impossibilidade,It's impossible to find a parking spot near my new apartment.,Não é possível encontrar uma vaga de estacionamento perto do meu apartamento novo.,needs_enrichment
2378,impress,ɪmprɛs,impressionar; imprimir,B1,noun,The act of impressing.,O ato de impressionar.,The musician's talent will impress her teacher at the school concert.,A talentos do músico impressionarão sua professora durante o show escolar.,needs_enrichment
2379,impression,ɪmprɛʃən,impressão,B1,noun,The indentation or depression made by the pressure of one object on or into another.,A indentação ou depressão feita pela pressão de um objeto sobre ou em outro.,The art exhibition gave me a lasting impression of the artist's unique style.,A exposição de arte me deixou uma impressão duradoura sobre o estilo único do artista.,needs_enrichment
2380,improve,ɪmpru:v,"melhorar, aperfeiçoar",B1,verb,To make (something) better; to increase the value or productivity (of something).,Melhorar (algo); aumentar o valor ou a produtividade (de algo).,Regular exercise can help improve your overall health and wellbeing.,Exercitar-se regularmente pode melhorar sua saúde e bem-estar geral.,needs_enrichment
2381,in,"ɪn, ən","em, dentro de",B1,preposition,"A position of power or influence, or a way to get it.","Uma posição de poder ou influência, ou uma maneira de obtê-la.",,,"preposição,needs_enrichment"
2382,inaugurate,ɪnɑ:gi əreɪt,"inaugurar, empossar; iniciar, começar",B1,verb,To induct into office with a formal ceremony.,Induzir ao cargo com uma cerimônia formal.,The mayor will inaugurate the new park next Saturday with a big celebration.,O prefeito vai inaugurar o novo parque no próximo sábado com uma grande celebração.,needs_enrichment
2383,inch,ɪntʃ,polegada,B1,noun,"A unit of length equal to one twelfth of a foot, or exactly 2.54 centimetres.","Uma unidade de comprimento igual a um doze avos de um pé, ou exatamente 2,54 centímetros.",,,needs_enrichment
2384,incident,ɪnsədənt,incidente; inerente,B1,noun,An event or occurrence.,Um evento ou ocorrência.,The fire alarm went off during a kitchen incident at my house yesterday.,O alarme de fogo foi ativado durante um acidente na cozinha da minha casa ontem.,needs_enrichment
2385,incline,ɪnklaɪn,inclinação; inclinar,B1,noun,A slope.,Uma inclinação.,I like to walk uphill to incline my legs and get stronger.,Gosto de caminhar para inclinar as minhas pernas e me fortalecer.,needs_enrichment
2386,include,ɪnklu:d,incluir,B1,noun,A piece of source code or other content that is dynamically retrieved for inclusion in another item.,Um trecho de código-fonte ou outro conteúdo que é recuperado dinamicamente para inclusão em outro item.,The company's policy will include a provision for emergency funding.,A empresa terá uma política que incluirá uma reserva de financiamento de emergência.,needs_enrichment
2387,inclusive,ɪnklu:s ɪv,"inclusivo, compreensivo; inclusive",B1,adjective,Including (almost) everything within its scope.,Incluindo (quase) tudo dentro de seu escopo.,The new community center's inclusive program offers activities for people of all ages and abilities.,O novo centro comunitário oferece um programa inclusivo que inclui atividades para pessoas de todas as idades e habilidades.,needs_enrichment
2388,income,ɪnkəm,"lucro, renda",B1,noun,Money one earns by working or by capitalising on the work of others.,Dinheiro que se ganha trabalhando ou capitalizando o trabalho de outros.,Dinheiro que se ganha trabalhando ou capitalizando o trabalho de outros.,Dinheiro ganho com trabalho ou investindo em trabalho alheio.,needs_enrichment
2389,increase,ɪnkri:s,aumento; aumentar,B1,noun,An amount by which a quantity is increased.,Um valor pelo qual uma quantidade é aumentada.,The company will increase its wages to attract more employees from other cities.,A empresa vai aumentar os salários para atrair mais funcionários de outras cidades.,needs_enrichment
2390,indeed,ɪndi:d,na verdade,B1,adverb,(modal) Truly; in fact; actually.,De fato; na verdade; na realidade.,"I'm glad I got to visit Paris indeed, it was a wonderful trip.","Estou feliz que tive a oportunidade de visitar Paris, foi um incrível passeio.",needs_enrichment
2391,index,ɪndɛks,independente,B1,noun,An alphabetical listing of items and their location.,Uma lista alfabética de itens e suas localizações.,The index of a book lists words or expressions and the pages of the book upon which they are to be found.,O índice de um livro lista palavras ou expressões e as páginas do livro onde podem ser encontradas.,needs_enrichment
2392,india,ɪndiə,Índia,B1,,,,Many tourists visit India every year to experience its rich culture and history.,Muitos turistas visitam a Índia todos os anos para experimentar sua rica cultura e história.,needs_enrichment
2393,indian,ɪndiən,indiano; índio [nativo],B1,adjective,,,She bought a traditional Indian outfit to wear to her friend's cultural event.,Ela comprou uma roupa típica indiana para usar no evento cultural da amiga.,needs_enrichment
2394,indicate,ɪndəkeɪt,indicar,B1,verb,To point out; to discover; to direct to a knowledge of; to show; to make known.,Apontar; descobrir; direcionar ao conhecimento de; mostrar; tornar conhecido.,The sign at the museum will indicate which exhibits are temporary.,A indicação no museu indicará quais exibições são temporárias.,needs_enrichment
2395,individual,ɪndəvɪdjəuəl,individual; indivíduo,B1,noun,"A person considered alone, rather than as belonging to a group of people.","Uma pessoa considerada sozinha, em vez de pertencer a um grupo de pessoas.",The teacher explained to her individual student that she was a bright and capable learner.,A professora explicou ao seu aluno individual que ela era uma boa e capaz aprendiz.,needs_enrichment
2396,indoor,ɪndor,"interno, em ambiente fechado",B1,adjective,"Situated in, or designed to be used in, or carried on within, the interior of a building.","Situado em, ou projetado para ser usado em, ou transportado dentro do interior de um edifício.",,,needs_enrichment
2397,industrial,ɪndəstriəl,industrial,B1,noun,(19th-mid 20th century) An employee in industry.,Um empregado na indústria.,The company's products are designed to be industrial and durable enough for long-term use.,Os produtos da empresa são projetados para serem industriais e duráveis suficientes para uso a longo prazo.,needs_enrichment
2398,industry,ɪndəstri,indústria,B1,noun,The tendency to work persistently. Diligence.,A tendência de trabalhar persistentemente. Diligência.,The company's new sustainable products will focus on reducing waste in the textile industry.,A empresa vai lançar produtos sustentáveis com foco na redução de resíduos na indústria tecelendária.,needs_enrichment
2399,inevitable,ɪnɛvətəbəl,inevitável,B1,noun,"Something that is predictable, necessary, or cannot be avoided.","Algo que é previsível, necessário ou que não pode ser evitado.",,,needs_enrichment
2400,infant,ɪnfənt,criança muito pequena; bebê; infantil,B1,noun,"A very young human being, from birth to somewhere between six months and two years of age, needing almost constant care and/or attention.","Um ser humano muito jovem, desde o nascimento até cerca de seis meses a dois anos de idade, que necessita de cuidados e/ou atenção quase constantes.",The doctor examined the infant before giving her a check-up.,O médico examinou a criança antes de dar-lhe um check-up.,needs_enrichment
2401,infect,ɪnfɛkt,"infectar, infeccionar",B1,verb,To bring into contact with a substance that causes illness (a pathogen).,Colocar em contato com uma substância que causa doença (um patógeno).,Colocar em contato com uma substÃ¢ncia que causa doenÃ§a (um patÃ³geno).,Colocar em contato com um patógeno que causa doença.,needs_enrichment
2402,infection,ɪnfɛkʃən,infecção,B1,noun,The act or process of infecting.,O ato ou processo de infectar.,The doctor said that a slight infection could develop into something more serious if left untreated.,Um pequeno desconforto pode se tornar algo mais grave se não for tratado.,needs_enrichment
2403,inferior,ɪnfiriər,inferior,B1,noun,A person of lower stature to another,Uma pessoa de estatura inferior a outra.,The old shoes looked inferior to the new ones she had just bought.,As velhas sapatos pareciam inferiores às novas que ela tinha comprado recentemente.,needs_enrichment
2404,infinite,ɪnfənət,infinito,B1,noun,Something that is infinite in nature.,Algo que é infinito por natureza.,"The guitar player's fingers moved over the fretboard with infinite precision, creating a beautiful melody.","O jogador de guitarra movia os dedos sobre o tabuleiro com precisão infinita, criando uma bela melodia.",needs_enrichment
2405,inflation,ɪnfleɪʃən,inflação,B1,noun,"An act, instance of, or state of expansion or increase in size, especially by injection of a gas.","Um ato, instância ou estado de expansão ou aumento de tamanho, especialmente pela injeção de um gás.",,,needs_enrichment
2406,influence,ɪnflu:əns,"influência; influenciar, influir",B1,noun,"The power to affect, control or manipulate something or someone; the ability to change the development of fluctuating things such as conduct, thoughts or decisions.","O poder de afetar, controlar ou manipular algo ou alguém; a capacidade de mudar o desenvolvimento de coisas flutuantes, como conduta, pensamentos ou decisões.",The new policy aims to reduce its influence on the environment.,O novo modelo visa reduzir seu impacto ambiental.,needs_enrichment
2407,inform,ɪnform,informar,B1,verb,"To instruct, train (usually in matters of knowledge).","Instruir, treinar (geralmente em questões de conhecimento).",,,needs_enrichment
2408,information,ɪnfərmeɪʃən,informação; informações,B1,noun,"That which resolves uncertainty; anything that answers the question of ""what a given entity is"".","Aquele que resolve a incerteza; qualquer coisa que responda à pergunta ""o que é uma determinada entidade"".",The teacher gave us some information about the school trip.,O professor nos deu algumas informações sobre viagem da escola.,needs_enrichment
2409,ingredient,ɪngri:di ənt,ingrediente,B1,noun,"One of the substances present in a mixture, especially food.","Uma das substâncias presentes em uma mistura, especialmente alimentos.",,,needs_enrichment
2410,initial,ɪnɪʃəl,inicial,B1,noun,The first letter of a word or a name.,A primeira letra de uma palavra ou de um nome.,The initial stage of her new job was overwhelming.,A primeira fase de seu novo emprego foi assustadora.,needs_enrichment
2411,initiative,ɪnɪʃətɪv,iniciativa,B1,noun,A beginning; a first move.,Um começo; um primeiro passo.,The company's new marketing campaign is a great example of how a bold initiative can boost sales.,A nova campanha de marketing da empresa é um exemplo excelente de como uma iniciativa ousada pode impulsionar as vendas.,needs_enrichment
2412,inject,ɪndjɛkt,injetar,B1,verb,"To push or pump (something, especially fluids) into a cavity or passage.","Empurrar ou bombear (algo, especialmente fluidos) para uma cavidade ou passagem.",,,needs_enrichment
2413,injure,ɪndjər,"ferir, machucar; ofender",B1,verb,To wound or cause physical harm to a living creature.,Ferir ou causar dano físico a um ser vivo.,The doctor needs to check if you will injure yourself while playing soccer.,O médico precisa verificar se você vai se machucar enquanto joga futebol.,needs_enrichment
2414,injury,ɪndjəri,ferimento; injúria,B1,noun,Damage to the body of a human or animal.,Dano ao corpo de um humano ou animal.,"After playing soccer, Emma went to see a doctor because of her injury.","Depois de jogar futebol, Emma foi ver um médico porque estava ferida.",needs_enrichment
2415,ink,ɪñk,tinta de escrever,B1,noun,"A pigment (or dye)-based fluid used for writing, printing etc.","Um fluido à base de pigmento (ou corante) usado para escrever, imprimir etc.",,,needs_enrichment
2416,inn,ɪn,"pousada, hospedaria",B1,noun,"Any establishment where travellers can procure lodging, food, and drink.","Qualquer estabelecimento onde os viajantes possam obter hospedagem, comida e bebida.",,,needs_enrichment
2417,inner,ɪnər,"interno, íntimo, secreto",B1,noun,An inner part.,Uma parte interna.,,,needs_enrichment
2418,innocent,ɪnəsənt,inocente; ingênuo,B1,noun,"One who is innocent, especially a young child.","Aquele que é inocente, especialmente uma criança pequena.",The child was left alone on the street and seemed innocent to everyone walking by.,O criança ficou sozinha na rua e parecia inocente para todos que passavam.,needs_enrichment
2419,inquire,ɪnkuaiər,"inquirir, perguntar, indagar",B1,verb,To ask (about something).,Perguntar (sobre algo).,,,needs_enrichment
2420,insane,ɪnseɪn,"insano, louco",B1,adjective,Exhibiting unsoundness or disorder of mind; not sane; mad,Exibindo insensatez ou desordem mental; não são; louco.,The patient was diagnosed with a mental illness that made her act extremely paranoid and became utterly insane.,A paciente foi diagnosticada com uma doença mental que a tornou extremamente paranoica e a fez perder o senso de realidade.,needs_enrichment
2421,insect,ɪnsɛkt,inseto,B1,noun,"An arthropod in the class Insecta, characterized by six legs, up to four wings, and a chitinous exoskeleton.","Um artrópode da classe Insecta, caracterizado por seis patas, até quatro asas e um exoesqueleto quitinoso.",,,needs_enrichment
2422,insert,ɪnsərt,"inserir, intercalar",B1,noun,An image inserted into text.,Uma imagem inserida no texto.,Uma imagem inserida no texto.,Imagem inserida no texto.,needs_enrichment
2423,inside,ɪnsaɪd,"interior, do lado de dentro",B1,noun,The interior or inner part.,A parte interna ou interior.,A parte interna ou interior.,Interior,needs_enrichment
2424,insight,ɪnsaɪt,compreensão repentina e intuitiva,B1,noun,A sight or view of the interior of anything; a deep inspection or view; introspection; frequently used with into.,"Uma visão ou perspectiva do interior de algo; uma inspeção ou visão profunda; introspecção; frequentemente usada com ""em"".",The detective's years of experience gave her a valuable insight into the case that helped solve it.,Análise da situação revelou uma pista importante que ajudou a resolver o caso.,needs_enrichment
2425,insist,ɪnsɪst,insistir,B1,verb,(with on or upon or (that + ordinary verb form)) To hold up a claim emphatically.,Sustentar uma afirmação de forma enfática.,She won't give up on her dream and will continue to insist that she gets a chance to work in her field.,Ela não desistirá de seu sonho e continuará a insistir que tenha uma chance de trabalhar em sua área de atuação.,needs_enrichment
2426,inspect,ɪnspɛkt,"inspecionar, examinar",B1,verb,"To examine critically or carefully; especially, to search out problems or determine condition; to scrutinize.","Examinar criticamente ou com cuidado; especialmente, buscar problemas ou determinar condições; escrutinar.",The quality control manager will inspect the products before they are shipped to the customers.,O gerente de controle de qualidade inspecionará os produtos antes que sejam enviados aos clientes.,needs_enrichment
2427,inspire,ɪnspaiər,inspirar,B1,verb,"To infuse into the mind; to communicate to the spirit; to convey, as by a divine or supernatural influence; to disclose preternaturally; to produce in, as by inspiration.","Infundir na mente; comunicar ao espírito; transmitir, como por uma influência divina ou sobrenatural; revelar de forma sobrenatural; produzir em, como por inspiração.",The teacher's enthusiasm will inspire her students to work harder on their project.,A paixão do professor inspirará seus alunos a trabalhar mais duro em seu projeto.,needs_enrichment
2428,install,ɪnstɑ:l,instalar,B1,noun,Installer. A software utility that installs an application.,Instalador. Um utilitário de software que instala um aplicativo.,She will install a new laptop at home this weekend.,Ela vai instalar um novo computador portátil em casa este fim de semana.,needs_enrichment
2429,installation,ɪnstəleɪʃən,"instalação, montagem",B1,noun,An act of installing.,Um ato de instalação.,Um ato de instalaÃ§Ã£o.,Uma ação de instalação.,needs_enrichment
2430,installment,ɪnstɑ:lm ənt,"prestação, pagamento periódico; fascículo",B1,noun,"One of a series of parts, whether equal or unequal to the other parts of the series, of a given entity or a given process, which part presents or is presented at a particular scheduled interval.","Uma das partes de uma série, sejam iguais ou desiguais às outras partes da série, de uma entidade ou processo dado, que parte é apresentada ou se apresenta em um intervalo programado específico.",She negotiated a lower interest rate on her mortgage by paying an installment of $500 each month.,Ela obteve uma taxa de juros mais baixa na sua hipoteca pagando um valor de $500 em cada installment.,needs_enrichment
2431,instance,ɪnstəns,exemplo; ocasião; citar,B1,noun,Urgency of manner or words; an urgent request; insistence.,Urgência de maneira ou palavras; um pedido urgente; insistência.,The teacher showed a good instance of patience when she helped the new student with their homework.,A professora mostrou um bom exemplo de paciência quando ajudou o novo aluno com sua tarefa de casa.,needs_enrichment
2432,instant,ɪnstənt,"instante, momento",B1,noun,A very short period of time; a moment.,Um período de tempo muito curto; um momento.,She made a cup of tea and sat down to enjoy her instant coffee.,Ela fez um chá e sentou-se para desfrutar do seu café expresso instantâneo.,needs_enrichment
2433,instead,ɪnstɛd,"em vez de, ao invés de",B1,adverb,In the place of something (usually mentioned earlier); as a substitute or alternative.,No lugar de algo (geralmente mencionado anteriormente); como um substituto ou alternativa.,I choose a recipe that is vegetarian instead of one that includes meat.,Escolho uma receita vegetariana em vez de uma que inclua carne.,needs_enrichment
2434,instinct,ɪnstɪñkt,instinto,B1,noun,A natural or inherent impulse or behaviour.,Um impulso ou comportamento natural ou inerente.,Many animals have an instinct to migrate to warmer climates during winter.,Muitos animais têm um instinto de se migrar para climas mais quentes durante o inverno.,needs_enrichment
2435,institute,ɪnstətu:t,instituto; instituir,B1,noun,An organization founded to promote a cause,Uma organização fundada para promover uma causa.,The government will institute a new recycling program for the city's residents.,O governo instituirá um novo programa de reciclagem para os residentes da cidade.,needs_enrichment
2436,institution,ɪnstətu:ʃən,instituição,B1,noun,A custom or practice of a society or community.,Um costume ou prática de uma sociedade ou comunidade.,The charity organization is a respected institution in our community.,A organização de caridade é uma instituição respeitada em nossa comunidade.,needs_enrichment
2437,instruct,ɪnstrəkt,"instruir, ensinar, informar",B1,noun,Instruction.,Instrução.,,,needs_enrichment
2438,instruction,ɪnstrəkʃən,instrução; educação; ordem,B1,noun,"The act of instructing, teaching, or furnishing with information or knowledge.","O ato de instruir, ensinar ou fornecer informações ou conhecimento.",The teacher gave us an important instruction before we started our project.,O professor nos deu uma instrução importante antes que começássemos o projeto.,needs_enrichment
2439,instrument,ɪnstrəmənt,instrumento,B1,noun,A device used to produce music.,Um dispositivo usado para produzir música.,She is a skilled violinist and plays her instrument every evening to relax.,Ela é uma violinista habilidosa e toca seu instrumento todos os dias à noite.,needs_enrichment
2440,insult,ɪnsəlt,insulto; insultar,B1,noun,Action or form of speech deliberately intended to be rude; a particular act or statement having this effect.,Ação ou forma de fala deliberadamente destinada a ser rude; um ato ou declaração particular que tenha esse efeito.,The teacher made a comment that was an insult to his friend's opinion.,O professor fez um comentário que era uma ofensa à opinião do seu amigo.,needs_enrichment
2441,insurance,ɪnʃərəns,seguro,B1,noun,A means of indemnity against a future occurrence of an uncertain event.,Um meio de indenização contra a ocorrência futura de um evento incerto.,She bought a policy to cover her car against accidents and other unforeseen events through insurance.,Ela comprou uma segurança que cobre seu carro contra acidentes e outros eventos imprevisíveis através da insurância.,needs_enrichment
2442,insure,ɪnʃər,"assegurar, garantir; segurar, pôr no seguro",B1,verb,"To make a pledge to (someone); to promise, guarantee (someone of something); to assure.","Fazer uma promessa a (alguém); prometer, garantir (a alguém algo); assegurar.",The insurance company will insure your home against natural disasters.,A empresa de seguros irá proteger sua casa contra desastres naturais.,needs_enrichment
2443,intelligence,ɪntɛlədjəns,inteligência,B1,noun,"Capacity of mind, especially to understand principles, truths, facts or meanings, acquire knowledge, and apply it to practice; the ability to comprehend and learn.","Capacidade da mente, especialmente para entender princípios, verdades, fatos ou significados, adquirir conhecimento e aplicá-lo na prática; a habilidade de compreender e aprender.",,,needs_enrichment
2444,intelligent,ɪntɛlədjənt,inteligente,B1,adjective,"Of high or especially quick cognitive capacity, bright.","De alta ou especialmente rápida capacidade cognitiva, brilhante.",,,needs_enrichment
2445,intend,ɪntɛnd,"pretender, intencionar",B1,verb,"(usually followed by the particle ""to"") To hope; to wish (something, or something to be accomplished); be intent upon","esperar; desejar (algo, ou que algo seja realizado); estar determinado a",She decided to intend on taking a break from work next weekend.,Ela decidiu se dar um tempo de trabalho no próximo fin de semana.,needs_enrichment
2446,intense,ɪntɛns,intenso,B1,adjective,Strained; tightly drawn.,Tensionado; esticado.,The smell of freshly brewed coffee can create an intense atmosphere in any room.,O cheiro de café recém-podido pode criar um ambiente intenso em qualquer sala.,needs_enrichment
2447,intent,ɪntɛnt,"intento, propósito, objetivo",B1,noun,A purpose; something that is intended.,Um propósito; algo que é intencionado.,A purpose,Propósito,needs_enrichment
2448,intention,ɪntɛnʃən,"intenção, propósito",B1,noun,The goal or purpose behind a specific action or set of actions.,O objetivo ou propósito por trás de uma ação específica ou conjunto de ações.,O objetivo ou propÃ³sito por trÃ¡s de uma aÃ§Ã£o especÃ­fica ou conjunto de aÃ§Ãµes.,Objetivo ou finalidade de uma ação específica ou conjunto de ações.,needs_enrichment
2449,interest,ɪntrəst,interesse; interessar; juros,B1,noun,"The price paid for obtaining, or price received for providing, money or goods in a credit transaction, calculated as a fraction of the amount or value of what was borrowed.","O preço pago para obter, ou o preço recebido por fornecer, dinheiro ou bens em uma transação de crédito, calculado como uma fração do montante ou valor do que foi emprestado.",She asked me what interest she could earn on her savings account.,Ela perguntou-me como ela poderia ganhar dinheiro em sua conta de poupança.,needs_enrichment
2450,interesting,ɪntrəstɪñ,interessante,B1,verb,"To engage the attention of; to awaken interest in; to excite emotion or passion in, in behalf of a person or thing.",Despertar a atenção de; despertar interesse em; excitar emoção ou paixão em favor de uma pessoa ou coisa.,I found an interesting documentary about space exploration on Netflix last night.,Encontrei um interessante documentário sobre exploração espacial na Netflix ontem à noite.,needs_enrichment
2451,interfere,ɪntərfiər,interferir,B1,verb,"To get involved or involve oneself, causing disturbance.","Envolver-se ou envolver a si mesmo, causando perturbação.",,,needs_enrichment
2452,interior,ɪntiriər,interior; íntimo,B1,noun,"The inside of a building, container, cavern, or other enclosed structure.","O interior de um edifício, contêiner, caverna ou outra estrutura fechada.",I am decorating my home's interior to make it more comfortable.,Estou decorando o interior da minha casa para torná-la mais confortável.,needs_enrichment
2453,internal,ɪntərnəl,interno,B1,adjective,Inside of something,Dentro de algo,The company's internal processes were carefully reviewed by the auditors.,Os processos internos da empresa foram cuidadosamente revisados pelos auditoras.,needs_enrichment
2454,internacional,Internet,ɪntərnɛt,B1,,,Internacional significa algo que envolve ou relaciona diferentes países ou nações.,El festival de música internacional atraerá a artistas de todo el mundo.,"""O festival de música internacional vai atrair artistas de todo o mundo.""",needs_enrichment
2455,interpret,ɪntərprət,rede internacional de computadores,B1,verb,"To explain or tell the meaning of; to translate orally into intelligible or familiar language or terms. applied especially to language, but also to dreams, signs, conduct, mysteries, etc.","Explicar ou contar o significado de; traduzir oralmente em uma linguagem ou termos inteligíveis ou familiares. Aplicado especialmente à linguagem, mas também a sonhos, sinais, conduta, mistérios, etc.",to interpret an Indian speech,para interpretar um discurso indiano,needs_enrichment
2456,interrupt,ɪntərəpt,interpretar,B1,noun,An event that causes a computer or other device to temporarily cease what it was doing and attend to a condition.,Um evento que faz com que um computador ou outro dispositivo pare temporariamente o que estava fazendo e atenda a uma condição.,The interrupt caused the packet handler routine to run.,A interrupção fez com que a rotina do manipulador de pacotes fosse executada.,needs_enrichment
2457,interval,ɪntərvəl,interromper,B1,noun,A distance in space.,Uma distância no espaço.,the interval between contractions during childbirth,o intervalo entre as contrações durante o parto,needs_enrichment
2458,intervention,ɪntərvɛnʃən,intervalo,B1,noun,The action of intervening; interfering in some course of events.,A ação de intervir; interferir em algum curso de eventos.,The school had to implement a new intervention to help students who struggled with reading.,A escola precisou implementar uma nova intervenção para ajudar os alunos que lutavam com a leitura.,needs_enrichment
2459,interview,ɪntərviu:,entrevista; entrevistar,B1,noun,An official face-to-face meeting of monarchs or other important figures.,Uma reunião oficial presencial de monarcas ou outras figuras importantes.,The journalist will conduct an interview with the famous singer tomorrow night.,O jornalista fará uma entrevista com o famoso cantor amanhã à noite.,needs_enrichment
2460,intimate,ɪntəmət,"íntimo, familiar; intimar, insinuar",B1,noun,A very close friend.,Um amigo muito próximo.,She felt a deep and intimate connection with her childhood best friend after their long separation.,Ela se sentiu uma conexão profunda e íntima com seu melhor amigo da infância após sua longa separação.,needs_enrichment
2461,intimation,ɪntəmeɪʃən,intimação,B1,noun,The act of intimating.,O ato de intimar.,The company's latest financial reports gave the investors an intimation that they might need to sell their shares.,Os últimos relatórios financeiros da empresa informaram aos investidores que podem precisar vender suas ações.,needs_enrichment
2462,into,"ɪntu, ɪntə",para dentro,B1,preposition,To or towards the inside of.,Para ou em direção ao interior de.,Para ou em direÃ§Ã£o ao interior de.,para ou no sentido interno.,"preposição,needs_enrichment"
2463,introduce,ɪntrədu:s,"introduzir, apresentar",B1,verb,(of people) To cause (someone) to be acquainted (with someone else).,apresentar (alguém) a (outra pessoa),apresentar (alguÃ©m) a (outra pessoa),Presentar alguém à outra pessoa.,needs_enrichment
2464,introduction,ɪntrədəkʃən,introdução,B1,noun,The act or process of introducing.,O ato ou processo de introdução.,The company's CEO made a formal introduction to the new employees at the meeting.,O CEO da empresa fez uma introdução formal aos novos funcionários durante a reunião.,needs_enrichment
2465,invade,ɪnveɪd,invadir,B1,verb,To move into.,Mudar-se para.,The country's borders are at risk of invade if the neighboring nation doesn't respect its territorial claims.,Os limites do país estão em risco de ser invadidos se a nação vizinha não respeitar suas reivindicações territoriais.,needs_enrichment
2466,invasion,ɪnveɪjən,invasão,B1,noun,"A military action consisting of armed forces of one geopolitical entity entering territory controlled by another such entity, generally with the objective of conquering territory or altering the established government.","Uma ação militar que consiste em forças armadas de uma entidade geopolítica entrando em território controlado por outra entidade, geralmente com o objetivo de conquistar território ou alterar o governo estabelecido.",,,needs_enrichment
2467,invent,ɪnvɛnt,inventar,B1,verb,To design a new process or mechanism.,Projetar um novo processo ou mecanismo.,My grandfather is known to invent clever solutions for fixing broken things at home.,Meu avô é conhecido por encontrar soluções criativas para consertar coisas quebradas em casa.,needs_enrichment
2468,invention,ɪnvɛnʃən,invenção,B1,noun,Something invented.,Algo inventado.,The company's latest product is an invention that has revolutionized the way people travel.,A última invenção da empresa revolucionou a forma como as pessoas viajam.,needs_enrichment
2469,invest,ɪnvɛst,investir,B1,verb,"To spend money, time, or energy on something, especially for some benefit or purpose; used with in.","Gastar dinheiro, tempo ou energia em algo, especialmente para algum benefício ou propósito; usado com ""em"".",,,needs_enrichment
2470,investigate,ɪnvɛstəgeɪt,investigar,B1,verb,To inquire into or study in order to ascertain facts or information.,Investigar ou estudar para determinar fatos ou informações.,The police will investigate the accident to determine who was at fault.,A polícia investigará o acidente para determinar quem foi culpado.,needs_enrichment
2471,investment,ɪnvɛstmənt,investimento,B1,noun,"The act of investing, or state of being invested.","O ato de investir, ou estado de estar investido.",,,needs_enrichment
2472,invisible,ɪnvɪzəbəl,invisível,B1,noun,"An invisible person or thing; specifically, God, the Supreme Being.","Uma pessoa ou coisa invisível; especificamente, Deus, o Ser Supremo.","The magician made his assistant appear and disappear, but to everyone, she remained invisible.","O mágico fez sua assistente aparecer e desaparecer, mas para todos, ela permaneceu invisível.",needs_enrichment
2473,invitation,ɪnvəteɪʃən,convite,B1,noun,The act of inviting; solicitation; the requesting of a person's company.,O ato de convidar; solicitação; o pedido da companhia de uma pessoa.,The hotel sent an invitation to all their guests before the wedding ceremony.,O hotel enviou uma convite a todos os convidados antes da cerimônia de casamento.,needs_enrichment
2474,invite,ɪnvaɪt,"convidar, solicitar",B1,verb,To ask for the presence or participation of someone or something.,Para pedir a presença ou participação de alguém ou algo.,Para pedir a presenÃ§a ou participaÃ§Ã£o de alguÃ©m ou algo.,Para pedir a presença ou participação de alguém ou algo.,needs_enrichment
2475,inviting,ɪnvaɪtɪñ,convidativo,B1,verb,To ask for the presence or participation of someone or something.,Para pedir a presença ou participação de alguém ou algo.,The job advertisement was very inviting and included all the necessary details about the company culture.,A publicação de emprego era muito atraente e incluía todos os detalhes necessários sobre a cultura da empresa.,needs_enrichment
2476,involve,ɪnvɑ:lv,"envolver, implicar",B1,verb,To roll or fold up; to wind round; to entwine.,Enrolar ou dobrar; enrolar; entrelaçar.,The project will involve working together with your classmates to create a poster.,"""O projeto vai envolver trabalhar junto com seus colegas para criar um cartaz.""",needs_enrichment
2477,iron,aɪərn,ferro; ferro de passar roupa,B1,noun,"A common, inexpensive metal, silvery grey when untarnished, that rusts, is attracted by magnets, and is used in making steel.","Um metal comum e barato, de cor cinza prateado quando não oxidado, que enferruja, é atraído por ímãs e é usado na fabricação de aço.",She hung up her iron to dry on the clothesline outside.,Ela pendouu a ferro de secar na corda de roupa ao lado da casa.,needs_enrichment
2478,irritate,ɪrəteɪt,irritar,B1,verb,"To provoke impatience, anger, or displeasure in.","Provocar impaciência, raiva ou descontentamento em.",,,needs_enrichment
2479,is,"ɪz, əz","presente de be [usado com he, she e it]",B1,verb,,,She is happy today.,Ela está feliz hoje.,"verbo,needs_enrichment,dict_en_404"
2480,island,aɪlənd,ilha,B1,noun,"A contiguous area of land, smaller than a continent, totally surrounded by water.","Uma área contígua de terra, menor que um continente, totalmente cercada por água.",,,needs_enrichment
2481,isle,aɪəl,ilhota,B1,noun,"A wing of a building, notably in a church separated from the nave proper by piers.","Uma ala de um edifício, notavelmente em uma igreja, separada da nave propriamente dita por pilares.",,,needs_enrichment
