id,english,portuguese,level,word_type,example_en,example_pt,missing_example_en,missing_example_pt
1514,ecologist,"""ecologista"," ecÃ³logo""",A2,Um estudioso de ecologia.,,False,True
1515,ecology,ecologia,A2,noun,,,True,True
1516,economic,econÃ´mico [plano],A2,adjective,,,True,True
1517,economical,"""econÃ´mico"," poupado""",A2,,,True,True
1518,economics,economia [ciÃªncia],A2,noun,,,True,True
1520,edge,margem,,,,,True,True
1523,edifice,edifÃ­cio,A2,noun,,,True,True
1524,edit,editar,A2,noun,,,True,True
1525,editorial,editorial,A2,noun,,,True,True
1526,educate,"""instruir"," ensinar""",A2,Instruir ou treinar,,False,True
1527,educated,"""instruÃ­do"," culto""",A2,Instruir ou treinar,,False,True
1529,effect,efeito,A2,noun,,,True,True
1530,effective,efetivo,A2,noun,,,True,True
1531,efficient,eficiente,A2,noun,,,True,True
1532,effort,esforÃ§o,A2,noun,,,True,True
1534,eggplant,berinjela,A2,noun,,,True,True
1536,egyptian,egÃ­pcio,A2,adjective,,,True,True
1537,eight,oito,A2,noun,,,True,True
1542,either,cada,,,,,True,True
1543,elaborate,ÉªlÃ¦bÉ™reÉªt,A2,verb,,,True,True
1545,elbow,cotovelo,A2,noun,,,True,True
1546,elderly,"""idoso"," velho""",A2,Uma pessoa idosa,,False,True
1547,elect,eleger,,,,,True,True
1549,electric,elÃ©trico,A2,noun,,,True,True
1550,electric guitar,guitarra elÃ©trica,A2,noun,,,True,True
1551,electricity,eletricidade,A2,noun, or the cause of this property,,False,True
1552,electronic,eletrÃ´nico,A2,adjective,,,True,True
1553,electronics,eletrÃ´nica,A2,noun,,,True,True
1554,elegant,elegante,A2,adjective,,,True,True
1559,elevator,elevador,A2,noun,,,True,True
1561,eleventh,dÃ©cimo primeiro,A2,noun,,,True,True
1563,else,alÃ©m,,,,,True,True
1564,elsewhere,em outro lugar,A2,noun,,,True,True
1565,email,"""endereÃ§o eletrÃ´nico", correio eletrÃ´nico,,,,True,True
1567,embarrass,"""constranger"," embaraÃ§ar""",A2,,,True,True
1568,embarrassing,constrangedor,A2,verb,,,True,True
1571,emergency,emergÃªncia,A2,noun,,,True,True
1574,emphatic,enfÃ¡tico,A2,noun,,,True,True
1575,empire,impÃ©rio,A2,adjective,,,True,True
1576,employ,empregar,A2,noun,,,True,True
1577,employed,"""empregado"," na ativa""",A2,Contratar (alguÃ©m para trabalho ou um emprego).,,False,True
1578,employee,"""empregado"," funcionÃ¡rio""",A2,Um indivÃ­duo que fornece trabalho para uma empresa ou outra pessoa.,,False,True
1585,encounter,encontro,,,,,True,True
1586,encourage,encorajar,A2,verb,,,True,True
1588,end,"""terminar", findar,,,,True,True
1589,endeavor,"""empenho", esforÃ§o,,,,True,True
1594,energy,energia,A2,noun,,,True,True
1596,enforcement,"""imposiÃ§Ã£o", execuÃ§Ã£o,,,,True,True
1601,engineer,engenheiro,A2,noun,,,True,True
1602,england,Inglaterra,A2,,,,True,True
1605,enlighten,"""esclarecer", informar,,,,True,True
1606,enlightenment,"""esclarecimento", informaÃ§Ã£o,,,,True,True
1608,enough,"""suficiente"," bastante""",A2,Suficientemente.,,False,True
1610,ensure,"""assegurar"," garantir""",A2,,,True,True
1611,enter,entrar [em],A2,noun,,,True,True
1613,entertain,entreter,,,,,True,True
1615,entertaining,"""divertido"," interessante""",A2,,,True,True
1617,enthusiasm,passatempo,A2,noun,,,True,True
1618,enthusiastic,entusiasmo,A2,adjective,,,True,True
1619,entire,"""completo", todo," inteiro""",The whole of something,,False,True
1620,entitle,"""intitular"," dar nome""",A2,Dar um tÃ­tulo a.,,False,True
1621,entrance,entrada,,,,,True,True
1622,entrepreneur,empresÃ¡rio,A2,noun,,,True,True
1623,entry,"""entrada", acesso,,,,True,True
1626,envy,inveja,A2,noun,,,True,True
1628,equal,igual,A2,noun,,,True,True
1630,equip,equipar,A2,verb,,,True,True
1633,erase,apagar,A2,noun,,,True,True
1634,erect,"""erguer"," construir""",A2,,,True,True
1637,errand,"""incumbÃªncia"," recado""",A2,Uma jornada realizada para cumprir alguma tarefa.,,False,True
1640,escalate,"""agravar", aumentar," elevar""",To increase (something) in extent or intensity,,False,True
1642,escalator,escada rolante,A2,noun,,,True,True
1643,escape,"""escapar", livrar-se,,,,True,True
1644,especially,muito especialmente,A2,adverb,,,True,True
1645,essay,"""ensaio",,,,,True,True
1647,establish,estabelecer,A2,verb,,,True,True
1648,establishment,estabelecimento,,,,,True,True
1651,etc. (et cetera),"""etc."," e as demais coisas""",A2,,,True,True
1652,eternal,eterno,A2,noun,,,True,True
1655,ethics,Ã©tica,A2,noun,,,True,True
1659,europe,Europa,A2,,,,True,True
1660,european,europeu,A2,adjective,,,True,True
1661,evacuate,"""evacuar", descarregar," desocupar""",To leave or withdraw from,,False,True
1662,evaluate,"""avaliar", estimar," calcular""",To draw conclusions from examining,,False,True
1665,even,"""mesmo", ainda,,,,True,True
1666,evening,tarde [fim],,,,,True,True
1667,event,evento,A2,noun,,,True,True
1668,eventually,eventualmente,A2,adverb,,,True,True
1670,evermore,"""sempre", para sempre," eternamente""",Always,,False,True
1673,every day,"""todo dia"," todos os dias""",A2,,,True,True
1675,everything,"""tudo"," todas as coisas""",A2,Todas as coisas em discussÃ£o.,,False,True
1676,everywhere,em qualquer lugar,A2,adverb,,,True,True
1677,evict,"""desapropriar", despejar," expulsar""",To expel (one or more people) from their property,,False,True
1678,evidence,evidÃªncia,A2,noun,,,True,True
1679,evident,"""evidente"," aparente""",A2,Obviamente verdadeiro por simples observaÃ§Ã£o.,,False,True
1680,evil,"""mal", maldade,,,,True,True
1683,exactly,exatamente,A2,adverb,,,True,True
1685,exalted,exagerado,A2,verb,,,True,True
1686,exam,exame,A2,noun,,,True,True
1687,examination,exame,A2,noun,,,True,True
1688,examine,examinar,A2,verb,,,True,True
1689,example,exemplo,A2,noun,,,True,True
1692,except,exceto,A2,verb,,,True,True
1693,exception,exceÃ§Ã£o,A2,noun,,,True,True
1694,excess,excesso,A2,noun,,,True,True
1695,exchange,trocar,,,,,True,True
1696,excite,"""excitar"," estimular""",A2,Para mexer com as emoÃ§Ãµes de.,,False,True
1697,exclaim,exclamar,A2,noun,,,True,True
1698,exclude,excluir,A2,verb,,,True,True
1699,exclusive,exclusivo,A2,noun,,,True,True
1700,excursion,"""excursÃ£o"," viagem de recreio""",A2,,,True,True
1701,excuse,Éªkskiu:z,A2,noun,,,True,True
1702,execute,executar,A2,verb,,,True,True
1704,exercise,exercÃ­cio,,,,,True,True
1705,exhale,exalar,A2,noun,,,True,True
1706,exhaust,exausto,A2,noun,,,True,True
1707,exhibit,exibir,A2,noun,,,True,True
1709,exile,"""exilar", banir,,,,True,True
1710,exist,existir,A2,verb,,,True,True
1711,existence,existÃªncia,A2,noun, or occurring,,False,True
1712,exit,saÃ­da,A2,noun,,,True,True
1713,expand,expandir,A2,verb,,,True,True
1714,expect,esperar,A2,verb,,,True,True
1715,expectation,"""expectativa"," Ã¢nsia""",A2,O ato ou estado de esperar ou aguardar um evento como prestes a acontecer.,,False,True
1716,expedition,expediÃ§Ã£o,A2,noun,,,True,True
1717,expel,"""expulsar"," expelir""",A2,Ejetar ou erupcionar.,,False,True
1719,expensive,caro,A2,adjective,,,True,True
1720,experience,experiÃªncia,A2,noun,,,True,True
1721,experiment,experimento,,,,,True,True
1722,expert,"""perito"," hÃ¡bil""",A2,Uma pessoa com amplo conhecimento ou habilidade em um determinado assunto.,,False,True
1723,expire,"""expirar", terminar o prazo,,,,True,True
1725,explain,explicar,A2,verb, or intelligible,,False,True
1726,explanation,"""explicaÃ§Ã£o"," explanaÃ§Ã£o""",A2,O ato ou processo de explicar.,,False,True
1727,explode,explodir,A2,verb,,,True,True
1729,exploit,ÉªksploÉªt,A2,noun,,,True,True
1730,explore,explorar,A2,noun,,,True,True
1731,export,É›kspoÊŠrt,A2,noun,,,True,True
1734,express,"""expressar", exprimir,,,,True,True
1736,expressway,via expressa,A2,noun,,,True,True
1738,extend,"""estender"," expandir""",A2,Aumentar em extensÃ£o.,,False,True
1739,extension,"""extensÃ£o"," expansÃ£o""",A2,,,True,True
1740,extensive,extensivo,,,,,True,True
1742,external,externo,A2,noun,,,True,True
1743,extinct,extinto,A2,verb,,,True,True
1747,extract,ÉªkstrÃ¦kt,A2,noun,,,True,True
1748,extraordinary,extraordinÃ¡rio,A2,noun,,,True,True
1750,extremely,extremamente,A2,adverb,,,True,True
1751,eye,olho,A2,noun,,,True,True
1752,eyebrow,"""sobrancelha"," supercÃ­lio""",A2,O cabelo que cresce sobre a crista Ã³ssea acima da cavidade ocular.,,False,True
1753,eyelash,"""cÃ­lio"," pestana""",A2,Um dos pelos que crescem ao longo da borda das pÃ¡lpebras.,,False,True
1755,eyesore,"""coisa desagradÃ¡vel ao olhar"," objeto de""",A2,Uma lesÃ£o ocular.,,False,True
1756,eyewitness,testemunha ocular,A2,noun,,,True,True
1757,letra f,PronÃºncia,A2,,,,True,True
1759,fabric,tecido,A2,noun,,,True,True
1760,fabricate,fabricar,A2,verb,,,True,True
1762,facility,instalaÃ§Ã£o,,,,,True,True
1763,fact,"""fato"," acontecimento""",A2,Algo real em oposiÃ§Ã£o ao inventado.,,False,True
1765,factor,fator,A2,noun,,,True,True
1768,fahrenheit,escala de temperatura usual nos Estados,A2,,,,True,True
1769,fail,"""falhar", desapontar," fracassar""",Poor quality,,False,True
1771,faint,"""desmaio",,,,,True,True
1772,fair,"""justo", na mÃ©dia,,,,True,True
1774,fairly,"""justamente"," claramente""",A2,,,True,True
1775,fairy,fada,A2,noun,,,True,True
1777,faithful,fiel,A2,noun,,,True,True
1778,fake,"""falsificaÃ§Ã£o", adulteraÃ§Ã£o,,,,True,True
1779,fall,cair,,,,,True,True
1780,fallen,particÃ­pio passado de fall,A2,verb,,,True,True
1781,false,falso,A2,noun,,,True,True
1782,fame,fama,A2,noun,,,True,True
1784,family,famÃ­lia,A2,noun,,,True,True
1785,famine,"""escassez"," fome""",A2,Escassez extrema de alimentos em uma regiÃ£o.,,False,True
1786,famous,famoso,A2,verb,,,True,True
1787,fan,"""ventilador", ventoinha,,,,True,True
1789,fancy,"""elaborado", chique, de qualidade especial,,,True,True
1792,faraway,"""longÃ­nquo"," muito distante""",A2,Distante.,,False,True
1793,fare,tarifa,A2,noun,,,True,True
1795,farm,fazenda,,,,,True,True
1796,farther,mais longe,A2,verb,,,True,True
1798,fashionable,na moda,A2,noun,,,True,True
1799,fast,"""rÃ¡pido",,,,,True,True
1800,fasten,"""apertar"," prender""",A2,Anexar ou conectar de maneira segura.,,False,True
1801,fat,gordo,,,,,True,True
1802,fatal,fatal,A2,noun,,,True,True
1804,father,pai,A2,noun,,,True,True
1805,fatigue,fadiga,,,,,True,True
1806,faucet,"""torneira"," bica""",A2,,,True,True
1807,fault,"""falha"," defeito""",A2,,,True,True
1808,favor,favor,A2,noun,,,True,True
1810,favorite,"""favorito"," preferido""",A2,Uma pessoa ou coisa que desfruta de consideraÃ§Ã£o ou favor especial.,,False,True
1811,fear,"""medo", temor, pavor,,,True,True
1812,feast,banquete,,,,,True,True
1814,feature,"""caracterÃ­stica", aspecto,,,,True,True
1817,federal,federal,A2,noun,,,True,True
1819,feeble,fraco,A2,verb,,,True,True
1820,feed,alimentar,A2,noun,,,True,True
1821,feel,sentir,A2,verb,,,True,True
1822,feeling,sentimento,A2,verb,,,True,True
1823,feet,plural de foot,A2,noun,,,True,True
1824,fell,"""passado de fall",,,,,True,True
1825,fellow,companheiro,,,,,True,True
1826,fellowship,"""companheirismo", coleguismo,,,,True,True
1829,female,fÃªmea,A2,noun,,,True,True
1830,feminine,feminino,A2,noun,,,True,True
1831,fence,"""cerca"," grade""",A2,Uma fina barreira artificial que separa dois terrenos ou o perÃ­metro de uma casa.,,False,True
1832,ferry,balsa,,,,,True,True
1833,fertile,"""fÃ©rtil"," produtivo""",A2,,,True,True
1840,fiberglass,fibra de vidro,A2,noun,,,True,True
1842,field,campo,A2,noun, and towns,,False,True
1844,fifteen,quinze,A2,numeral,,,True,True
1845,fifteenth,dÃ©cimo quinto,A2,noun,,,True,True
1846,fifth,quinto,A2,noun,,,True,True
1847,fifty,cinquenta,A2,noun,,,True,True
1848,fig,figo,A2,noun,,,True,True
1850,figure,figura,,,,,True,True
1851,figurehead,testa de ferro,A2,noun,,,True,True
1852,file,arquivo,,,,,True,True
1854,film,"""filme", pelÃ­cula,,,,True,True
1855,filter,filtro,,,,,True,True
1856,final,final,A2,noun,,,True,True
1857,finance,finanÃ§as [ciÃªncia],A2,noun,,,True,True
1858,financial,financeiro,A2,adjective,,,True,True
1860,fine,"""bonito", fino,,,,True,True
1863,finish,terminar,A2,noun,,,True,True
1864,fire,"""fogo", incÃªndio,,,,True,True
1865,fire station,posto de bombeiros,A2,noun,,,True,True
1866,firearm,arma de fogo,A2,noun,,,True,True
1868,firefighter,bombeiro,A2,noun,,,True,True
1869,fireman,bombeiro,A2,noun,,,True,True
1870,fireplace,lareira,A2,noun,,,True,True
1871,fireproof,Ã  prova de fogo,A2,verb,,,True,True
1873,firm,"""firma", empresa,,,,True,True
1874,first,primeiro,A2,noun,,,True,True
1875,first aid,primeiros socorros,A2,noun,,,True,True
1877,first-rate,de primeira qualidade,A2,noun,,,True,True
1878,fiscal,"""fiscal"," tributÃ¡rio""",A2,Um funcionÃ¡rio pÃºblico em certos paÃ­ses que tem controle sobre a receita pÃºblica.,,False,True
1879,fish,peixe,,,,,True,True
1881,fist,punho,A2,noun,,,True,True
1882,fit,"""adequado",,,,,True,True
1883,fitness,aptidÃ£o,,,,,True,True
1884,fitting,"""ajustamento"," encaixe""",A2,Ser adequado para.,,False,True
1885,five,cinco,A2,noun,,,True,True
1886,fix,"""fixar",,,,,True,True
1888,flake,floco,A2,noun,,,True,True
1889,flame,chama,A2,noun,,,True,True
1890,flap,"""aba", borda, saliÃªncia,,,True,True
1891,flare,"""flamejar", chamejar,,,,True,True
1893,flashlight,repentinamente,A2,noun,,,True,True
1895,flatter,"""agradar"," elogiar""",A2,NÃ£o tendo variaÃ§Ãµes de altura.,,False,True
1898,flee,fugir,A2,verb,,,True,True
1899,fleece,material tÃ©rmico para confecÃ§Ã£o de roupas,A2,noun,,,True,True
1900,fleet,frota,A2,noun,,,True,True
1903,flexible,flexÃ­vel,A2,noun,,,True,True
1904,flicker,queimar ou brilhar oscilando,,,,,True,True
1906,flighty,"""avoado"," irresponsÃ¡vel""",A2,Dado a ideias ou aÃ§Ãµes nÃ£o planejadas e bobas.,,False,True
1907,fling,"""arremessar", lanÃ§ar,,,,True,True
1908,flirt,relaxamento,A2,noun,,,True,True
1909,float,flutuar,,,,,True,True
1911,flood,"""enchente", inundaÃ§Ã£o, dilÃºvio,,,True,True
1912,floor,assoalho,,,,,True,True
1913,floral,floral,A2,noun,,,True,True
1914,florist,florista,A2,noun,,,True,True
1916,flourish,"""florescer"," prosperar""",A2,Um gesto dramÃ¡tico como o aceno de uma bandeira.,,False,True
1917,flow,fluir,,,,,True,True
1920,flown,particÃ­pio passado de fly,A2,adjective,,,True,True
1921,flu,gripe,A2,noun,,,True,True
1922,fluid,fluido,A2,noun, and obeys Bernoulli's principle,,False,True
1923,flush,"""rubor",,,,,True,True
1926,fly,voar,,,,,True,True
1927,flying,voador,A2,verb,,,True,True
1928,foam,espuma,,,,,True,True
1929,focus,"""focar", concentrar-se,,,,True,True
1930,foe,"""inimigo"," adversÃ¡rio""",A2,Um inimigo.,,False,True
1931,fog,nevoeiro,,,,,True,True
1932,foggy,nebuloso,A2,adjective,,,True,True
1933,fold,dobrar,,,,,True,True
1934,folder,folheto,,,,,True,True
1936,foliage,folhagem,A2,noun,,,True,True
1937,folk,"""povo", gente,,,,True,True
1939,following,seguinte,A2,verb,,,True,True
1940,folly,"""loucura"," insensatez""",A2,Tolo.,,False,True
1944,food stamp,vale-alimentaÃ§Ã£o,A2,noun," notably in a rationing system or as a non-financial form of welfare benefit.""",,False,True
1945,fool,"""bobo"," tolo""",A2,Uma pessoa com mau julgamento ou pouca inteligÃªncia.,,False,True
1947,foot,pÃ©,A2,noun,,,True,True
1948,football,futebol americano,A2,noun,,,True,True
1950,footprint,"""pegada", rastro, vestÃ­gio,,,True,True
1951,for," fÉ™r""","""para", por,,,True,True
1952,forbad,passado de forbid,A2,verb,,,True,True
1953,forbade,"""",fÉ™rbeÉªd,A2,,,True,True
1954,forbid,proibir,A2,verb,,,True,True
1955,forbidden,particÃ­pio passado de forbid,A2,verb,,,True,True
1956,fors, potÃªncia,,,,,True,True
1957,fore,frente,,,,,True,True
1959,forecast,"""previsÃ£o", estimativa,,,,True,True
1967,forgave,passado de forgive,A2,verb,,,True,True
1968,forge,"""forja", fornalha,,,,True,True
1969,forget,esquecer,A2,verb,,,True,True
1970,forgive,perdoar,A2,verb,,,True,True
1971,forgiven,particÃ­pio passado de forgive,A2,verb,,,True,True
1973,forgot,passado de forget,A2,verb,,,True,True
1974,forgotten,particÃ­pio passado de forget,A2,verb,,,True,True
1976,form,"""forma",,,,,True,True
1977,formal,formal,A2,noun,,,True,True
1979,formidable, muito difÃ­cil,,,,,True,True
1981,fort,"""forte"," fortificaÃ§Ã£o""",A2,,,True,True
1984,forty,quarenta,A2,noun,,,True,True
1985,forward,para frente,,,,,True,True
1986,foster,"""promover",,,,,True,True
1988,foul,"""desagradÃ¡vel",,,,,True,True
1989,found,passado e particÃ­pio passado de find,,,,,True,True
1992,fountain,"""fonte", chafariz," nascente""",A natural source of water,,False,True
1993,four,quatro,A2,noun,,,True,True
1995,fourteenth,dÃ©cimo quarto,A2,noun,,,True,True
1996,fourth,quarto,A2,noun,,,True,True
1997,fowl,ave,,,,,True,True
1999,foxy,"""esperto"," astuto""",A2,Tendo as qualidades de uma raposa.,,False,True
2003,fragment,fragmento,,,,,True,True
2004,fragrance,fragrÃ¢ncia,A2,noun,,,True,True
2007,frame,"""quadro", moldura,,,,True,True
2008,framework,compor,A2,noun,,,True,True
2009,france,FranÃ§a,A2,noun,,,True,True
2010,french,francÃªs,A2,verb,,,True,True
2016,freeway,autoestrada,A2,noun, usually divided and having at least two lanes in each direction,,False,True
2018,freezer,refrigerador,A2,noun,,,True,True
2020,freight,"""frete"," carga""",A2,Pagamento pelo transporte.,,False,True
2022,frequent,frequente,A2,adjective,,,True,True
2023,fresh,"""fresco"," novo""",A2, along a river or onto the land,,False,True
2024,freshman,calouro,A2,noun,,,True,True
2026,fried,frito,A2,adjective,,,True,True
2028,fries,fritas [batatas],A2,noun,batata frita,,False,True
2029,fright,"""terror"," pavor""",B1,,,True,True
2030,frightening,"""horrÃ­vel"," assustador""",B1,,,True,True
2032,frog,rÃ£,B1,noun,,,True,True
2034,front,"""frente", dianteira,,,,True,True
2035,front desk,recepÃ§Ã£o,B1,noun,,,True,True
2037,frontier,fronteira,B1,noun,,,True,True
2038,frost,congelamento,,,,,True,True
2044,fruit,fruta,,,,,True,True
2045,frustrate,frustrar,B1,verb,,,True,True
2046,fry,fritar,B1,noun,batata frita,,False,True
2047,fuel,combustÃ­vel,,,,,True,True
2048,fugitive,fugitivo,B1,noun, as to avoid law authorities in order to avoid an arrest or prosecution,,False,True
2051,fumble,manusear desajeitadamente,B1,noun,,,True,True
2052,fume,"""defumar"," exalar gÃ¡s""",B1,Um gÃ¡s ou vapor que tem um cheiro forte ou Ã© perigoso para inalar.,,False,True
2053,fun,"""diversÃ£o", prazer, divertimento,,,True,True
2054,function,funÃ§Ã£o,,,,,True,True
2055,fund,fundo [finanÃ§as],B1,noun,,,True,True
2056,funeral,"""funeral"," enterro""",B1,Uma cerimÃ´nia para honrar e lembrar uma pessoa falecida. Muitas vezes Ã© diferenciada de um serviÃ§o memorial pela presenÃ§a do corpo do falecido.,,False,True
2059,furious,furioso,B1,adjective,,,True,True
2061,furnish,mobiliar,B1,noun,,,True,True
2063,further,mais longe,,,,,True,True
2064,fury,"""fÃºria"," raiva""",B1,Raiva extrema.,,False,True
2065,fuse,"""fusÃ­vel",,,,,True,True
2067,futile,fÃºtil,B1,adjective,,,True,True
2068,future,futuro,B1,noun,,,True,True
2069,letra g,PronÃºncia,B1,,,,True,True
2070,gadget,"""dispositivo", invento," engenhoca""","""A thing whose name cannot be remembered",,False,True
2071,gain,"""ganhar", obter,,,,True,True
2074,gamble,apostar,,,,,True,True
2075,game,jogo,B1,noun,,,True,True
2076,gang,gangue,,,,,True,True
2082,garment,"""vestuÃ¡rio"," peÃ§a de roupa""",B1,Uma peÃ§a de roupa.,,False,True
2083,gas,gÃ¡s,,,,,True,True
2084,gas station,posto de gasolina,B1,noun,,,True,True
2086,gasoline,gasolina,B1,noun,,,True,True
2087,gasp,suspiro,B1,noun,Uma respiraÃ§Ã£o curta e sÃºbita.,,False,True
2088,gate,portÃ£o,B1,noun,,,True,True
2089,gather,"""reunir"," colher""",B1, made by drawing a thread through it,,False,True
2091,gay,homossexual,,,,,True,True
2092,gaze,"""fitar", encarar,,,,True,True
2094,geek,alguÃ©m chato e fora de moda,B1,noun,,,True,True
2096,gene,gene,B1,noun,,,True,True
2097,general,geral,,,,,True,True
2098,generate,"""gerar"," produzir""",B1,,,True,True
2099,generation,geraÃ§Ã£o,B1,noun,,,True,True
2100,generous,"""generoso", nobre," abundante""","""Noble in behaviour or actions",,False,True
2101,genius,gÃªnio,B1,noun,,,True,True
2102,gentle,gentil,B1,noun,,,True,True
2103,gentleman,cavalheiro,B1,noun,,,True,True
2105,geography,geografia,B1,noun,,,True,True
2106,germany,Alemanha,B1,,,,True,True
2107,german,alemÃ£o,B1,noun,,,True,True
2109,get,"""obter", conseguir, ganhar,,,True,True
2110,ghost,"""fantasma", apariÃ§Ã£o," espÃ­rito""",The spirit,,False,True
2111,giant,gigante,B1,noun,,,True,True
2112,gift,presente,,,,,True,True
2113,gift certificate,"""vale-brinde"," vale-compras""",B1," intended to be purchased as a gift.""",,False,True
2114,gin,gim,B1,noun, oats or rye with juniper berries,,False,True
2118,girlfriend,namorada,B1,noun,,,True,True
2119,give,dar,B1,verb,,,True,True
2121,glance,"""relance"," olhar rÃ¡pido""",B1,Um olhar breve ou superficial.,,False,True
2123,glass,vidro,,,,,True,True
2124,glasses,Ã³culos,B1,verb,,,True,True
2125,glide,deslizar,,,,,True,True
2126,glimpse,"""vislumbre", vestÃ­gio,,,,True,True
2127,glitter,"""brilho"," resplendor""",B1, sparkling light,,False,True
2128,global,global,B1,noun,,,True,True
2129,globalize,globalizar,,,,,True,True
2130,globe,globo,B1,noun,,,True,True
2131,gloom,"""escuridÃ£o",,,,,True,True
2132,glory,glÃ³ria,B1,noun,,,True,True
2133,glossary,glossÃ¡rio,B1,noun,,,True,True
2135,glow,"""incandescÃªncia", brilho,,,,True,True
2136,glue,cola,,,,,True,True
2138,goal,"""objetivo", meta,,,,True,True
2139,god,"""deus", divindade,,,,True,True
2142,golf,golfe,,,,,True,True
2143,gone,particÃ­pio passado de go,B1,verb,,,True,True
2144,good,bom,B1,adjective,,,True,True
2148,gossip,"""fofoca",,,,,True,True
2149,got,passado e particÃ­pio passado de get,B1,verb,,,True,True
2150,gotten,tambÃ©m particÃ­pio passado de get,B1,verb,,,True,True
2153,governor,governador,B1,noun,,,True,True
2154,grab,"""agarrar"," segurar""",B1,Um puxÃ£o repentino em algo.,,False,True
2156,grade,nota,,,,,True,True
2158,graduate,"""graduado", formado,,,,True,True
2162,grandchild,neto ou neta,B1,noun,,,True,True
2163,granddaughter,neta,B1,noun,,,True,True
2164,grandfather,avÃ´,B1,noun,,,True,True
2165,grandmother,avÃ³,B1,noun,,,True,True
2167,grandson,neto,B1,noun,,,True,True
2168,grant,conceder,B1,noun,,,True,True
2171,grasp,"""segurar firme", agarrar,,,,True,True
2173,grateful,"""grato"," agradecido""",B1,,,True,True
2174,grave,"""tÃºmulo", sepultura,,,,True,True
2175,gravity,"""gravidade", seriedade,,,,True,True
2176,gray,"""cinzento"," cinza""",B1,Uma cor acromÃ¡tica intermediÃ¡ria entre o preto e o branco.,,False,True
2178,greece,GrÃ©cia,B1,,,,True,True
2181,green,verde,B1,adjective,,,True,True
2186,grieve,"""magoar"," fazer sofrer""",B1,Causar tristeza ou angÃºstia a.,,False,True
2187,grilled,grelhado,B1,verb,,,True,True
2188,grind,"""moer", triturar,,,,True,True
2189,grip,empunhar,,,,,True,True
2190,grocery,"""empÃ³rio"," mercearia""",B1,(geralmente mantimentos) produtos alimentÃ­cios de varejo e outros suprimentos domÃ©sticos.,,False,True
2191,groove,encaixe,,,,,True,True
2193,group,grupo,B1,noun,,,True,True
2196,guarantee,"""garantia", fianÃ§a,,,,True,True
2197,guard,"""guarda", vigia,,,,True,True
2200,guide,"""guiar", liderar,,,,True,True
2201,guilt,culpa,B1,noun,,,True,True
2202,guilty,"""culpado"," criminoso""",B1,Um apelo de um rÃ©u que nÃ£o contesta uma acusaÃ§Ã£o.,,False,True
2204,gulf,golfo,B1,noun,,,True,True
2205,gum,goma de mascar,,,,,True,True
2206,gun,arma de fogo,B1,noun,,,True,True
2207,guy,"""sujeito"," cara [gÃ­ria]""",B1,Uma efÃ­gie de um homem queimada em uma fogueira no aniversÃ¡rio da ConspiraÃ§Ã£o da PÃ³lvora (5 de novembro).,,False,True
2208,gymnasium,"""",djÉªmneÉªziÉ™m,B1,Um grande salÃ£o ou edifÃ­cio para esportes indoor.,,False,True
2209,letra h,PronÃºncia TraduÃ§Ã£o,B1,,,,True,True
2210,habit,hÃ¡bito,B1,noun,,,True,True
2211,hacker,pessoa que invade sistemas de computaÃ§Ã£o,,,,,True,True
2214,hair,cabelo,,,,,True,True
2215,hairdresser,cabeleireiro,B1,noun,,,True,True
2216,half,meio,,,,,True,True
2218,halt,parada,,,,,True,True
2220,ham,presunto,B1,noun,,,True,True
2224,handsome,simpÃ¡tico,,,,,True,True
2225,hang,pendurar,,,,,True,True
2226,hangar,hangar,B1,noun,,,True,True
2228,happen,"""acontecer"," suceder""",B1,Ocorrer ou acontecer.,,False,True
2230,harbor,"""porto", enseada,,,,True,True
2231,hard,duro,,,,,True,True
2232,hardware,ferragens,,,,,True,True
2233,harm,equipamento,B1,noun,,,True,True
2235,harvest,"""colheita", safra,,,,True,True
2237,haste,"""pressa"," precipitaÃ§Ã£o""",B1,,,True,True
2239,hatch,"""janelinha", portinhola, escotilha,,,True,True
2240,hate,Ã³dio,,,,,True,True
2241,haul,"""arrastar",,,,,True,True
2242,haunt,assombrar,,,,,True,True
2243,have," hÉ™v""",ter,B1,Uma pessoa rica ou privilegiada.,,False,True
2246,head,cabeÃ§a,,,,,True,True
2247,headache,"""dor de cabeÃ§a",,,,,True,True
2248,headline,"""tÃ­tulo"," manchete""",B1,A manchete ou tÃ­tulo de um artigo de revista ou jornal.,,False,True
2249,heal,"""curar"," cicatrizar""",B1,Um feitiÃ§o ou habilidade que restaura pontos de vida ou remove um estado de afliÃ§Ã£o.,,False,True
2250,health,saÃºde,B1,noun, or malfunction,,False,True
2252,heap,"""monte", pilha,,,,True,True
2253,hear,ouvir,B1,verb,,,True,True
2254,heard,passado e particÃ­pio passado de hear,B1,verb,,,True,True
2255,hearing,audiÃ§Ã£o,,,,,True,True
2258,heat,"""calor", aquecimento,,,,True,True
2260,heavy,pesado,B1,noun,,,True,True
2261,heel,calcanhar,,,,,True,True
2262,height,"""altura", altitude,,,,True,True
2263,held,passado e particÃ­pio passado de hold,B1,verb,,,True,True
2264,helicopter,hell,B1,noun, or land,,False,True
2265,hello,"""alÃ´"," olÃ¡""",B1,OlÃ¡!,,False,True
2267,helpful,"""Ãºtil"," prestativo""",B1,,,True,True
2270,hence,"""por isso", consequentemente,,,,True,True
2271,her,"""a ela", lhe, a,,,True,True
2273,here,aqui,,,,,True,True
